#chrom	start	end	size	num_data	min	max	mean	median	sum
chr1	8861998	8870096	8098	8098	0.01	0.46	0.16	0.14	1282.97
chr1	9101303	9114704	13401	13401	0.00	0.27	0.07	0.06	991.97
chr1	9149009	9173459	24450	24450	0.00	0.32	0.07	0.06	1598.07
chr1	9183002	9189144	6142	6142	0.01	0.30	0.09	0.09	527.32
chr1	9235772	9253056	17284	17284	0.00	0.39	0.08	0.07	1407.92
chr1	9293892	9331214	37322	37322	0.00	0.29	0.07	0.05	2451.73
chr1	9426092	9432830	6738	6738	0.00	0.83	0.14	0.09	928.00
chr1	9540463	9562320	21857	21857	0.00	0.32	0.08	0.07	1781.48
chr1	9589909	9601894	11985	11985	0.00	0.33	0.08	0.06	963.71
chr1	9652729	9690423	37694	37694	0.00	0.57	0.08	0.06	2941.69
chr1	9673424	9679991	6567	6567	0.01	0.22	0.09	0.09	613.04
chr1	9729924	9776456	46532	46532	0.00	0.28	0.07	0.06	3310.97
chr1	9849274	9879306	30032	30032	0.00	0.32	0.07	0.06	2232.34
chr1	9923111	9932760	9649	9649	0.00	1.19	0.10	0.07	928.86
chr1	9943921	9946449	2528	2528	0.03	0.28	0.11	0.11	287.51
chr1	9944426	9964465	20039	20039	0.00	0.30	0.08	0.07	1604.90
chr1	9998204	10006614	8410	8410	0.00	0.25	0.07	0.06	578.97
chr1	10033830	10107036	73206	73206	0.00	0.42	0.08	0.06	5495.96
chr1	10211568	10296087	84519	84519	0.00	0.36	0.07	0.06	6074.42
chr1	10382904	10384528	1624	1624	0.01	0.19	0.09	0.09	146.96
chr1	10396414	10396424	10	10	0.00	0.00	0.00	0.00	0.00
chr1	10399590	10409552	9962	9962	0.00	0.27	0.08	0.06	804.78
chr1	10431100	10441128	10028	10028	0.00	0.32	0.10	0.09	1003.86
chr1	10431431	10436621	5190	5190	0.00	0.32	0.11	0.11	583.39
chr1	10457520	10464526	7006	7006	0.00	0.38	0.15	0.14	1047.18
chr1	10473286	10551524	78238	78238	0.00	1.28	0.08	0.06	6132.98
chr1	10637602	10716628	79026	79026	0.00	0.40	0.08	0.07	6300.56
chr1	10640239	10646788	6549	6549	0.00	0.28	0.09	0.07	566.16
chr1	10947469	10964254	16785	16785	0.00	0.38	0.08	0.07	1377.18
chr1	11013342	11021436	8094	8094	0.00	0.42	0.10	0.09	792.43
chr1	11027521	11036882	9361	9361	0.00	0.31	0.08	0.07	793.94
chr1	11055582	11057302	1720	1720	0.02	0.15	0.08	0.07	142.40
chr1	11067616	11083244	15628	15628	0.00	0.34	0.09	0.07	1351.44
chr1	11069469	11070784	1315	1315	0.00	0.09	0.04	0.04	50.61
chr1	11100673	11100888	215	215	0.01	0.13	0.05	0.04	10.41
chr1	11107533	11184544	77011	77011	0.00	0.34	0.07	0.05	5129.50
chr1	11274196	11284624	10428	10428	0.00	0.21	0.06	0.06	663.73
chr1	11480153	11508354	28201	28201	0.00	0.26	0.06	0.05	1638.49
chr1	11638016	11646402	8386	8386	0.00	0.27	0.06	0.06	504.96
chr1	11655373	11658852	3479	3479	0.00	0.30	0.09	0.07	315.60
chr1	11665198	11669278	4080	4080	0.00	0.32	0.10	0.09	421.92
chr1	11675478	11683066	7588	7588	0.00	0.64	0.12	0.10	914.38
chr1	11692708	11708784	16076	16076	0.00	0.22	0.06	0.05	998.39
chr1	11737082	11745444	8362	8362	0.00	0.18	0.07	0.06	570.54
chr1	11762785	11775686	12901	12901	0.00	0.25	0.06	0.05	785.93
chr1	11786721	11796090	9369	9369	0.00	0.33	0.09	0.07	879.79
chr1	11807094	11827088	19994	19994	0.00	0.26	0.07	0.06	1379.59
chr1	11908938	11911120	2182	2182	0.00	11.82	4.15	1.76	9046.01
chr1	11920589	11923010	2421	2421	0.01	0.20	0.08	0.07	190.13
chr1	11935203	11954872	19669	19669	0.00	0.31	0.09	0.07	1691.63
chr1	11981179	11997696	16517	16517	0.00	0.28	0.07	0.06	1220.54
chr1	12020464	12025756	5292	5292	0.01	0.31	0.08	0.07	433.84
chr1	12064301	12103756	39455	39455	0.00	0.33	0.08	0.07	2985.82
chr1	12167989	12188110	20121	20121	0.00	0.30	0.07	0.06	1414.17
chr1	12231028	12371039	140011	140011	0.00	0.37	0.06	0.05	9054.69
chr1	12568908	12593060	24152	24152	0.00	0.34	0.08	0.07	1884.63
chr1	13584463	13600712	16249	16249	0.00	0.26	0.07	0.06	1108.59
chr1	13701196	13762639	61443	61443	0.00	1.24	0.07	0.05	4397.51
chr1	13893790	14505418	611628	611628	0.00	0.37	0.05	0.04	30907.67
chr1	15112813	15132717	19904	19904	0.00	0.39	0.08	0.07	1564.18
chr1	15153530	15186506	32976	32976	0.00	0.85	0.09	0.07	2982.61
chr1	15237519	15318402	80883	80883	0.00	0.29	0.06	0.05	5240.99
chr1	15403977	15406206	2229	2229	0.01	0.26	0.09	0.07	193.63
chr1	15410886	15420114	9228	9228	0.00	0.30	0.09	0.07	812.96
chr1	15491830	15508684	16854	16854	0.00	0.33	0.07	0.07	1263.56
chr1	15527811	15559596	31785	31785	0.00	0.36	0.06	0.05	2045.44
chr1	15572697	15578376	5679	5679	0.00	0.39	0.09	0.07	528.68
chr1	15587134	15594882	7748	7748	0.00	0.28	0.07	0.06	521.91
chr1	15618456	15643252	24796	24796	0.00	0.35	0.08	0.06	1890.66
chr1	15685318	15709545	24227	24227	0.00	0.29	0.07	0.07	1791.98
chr1	15721310	15728604	7294	7294	0.00	0.36	0.09	0.08	682.90
chr1	15737256	15738826	1570	1570	0.00	0.12	0.06	0.07	97.60
chr1	15757605	15771601	13996	13996	0.00	0.67	0.12	0.10	1627.79
chr1	15808167	15808259	92	92	0.09	0.13	0.12	0.11	10.79
chr1	15835472	15841311	5839	5839	0.00	0.55	0.20	0.16	1158.07
chr1	15837093	15888276	51183	51183	0.00	0.99	0.14	0.11	6958.68
chr1	15942867	15959001	16134	16134	0.00	0.48	0.11	0.10	1757.02
chr1	16019873	16026463	6590	6590	0.00	0.18	0.06	0.05	365.99
chr1	16036176	16037604	1428	1428	0.03	0.19	0.10	0.09	136.46
chr1	16041250	16048782	7532	7532	0.00	0.55	0.09	0.07	648.78
chr1	16058767	16065710	6943	6943	0.00	0.42	0.09	0.07	619.13
chr1	16125335	16140204	14869	14869	0.00	0.21	0.07	0.06	1003.57
chr1	16156209	16156270	61	61	0.16	0.22	0.20	0.22	12.22
chr1	16198852	16205254	6402	6402	0.00	0.21	0.07	0.07	467.15
chr1	16216907	16221968	5061	5061	0.00	0.28	0.08	0.05	382.52
chr1	16229672	16230005	333	333	0.07	0.09	0.09	0.09	28.48
chr1	16232690	16234438	1748	1748	0.01	0.13	0.07	0.07	119.02
chr1	16247838	16299660	51822	51822	0.00	0.44	0.07	0.06	3883.67
chr1	16353573	16375360	21787	21787	0.00	0.89	0.10	0.07	2218.63
chr1	16441719	16450400	8681	8681	0.00	0.26	0.07	0.06	600.31
chr1	16461946	16464715	2769	2769	0.03	0.18	0.09	0.09	255.02
chr1	16468434	16483347	14913	14913	0.00	0.24	0.07	0.06	1042.56
chr1	16563317	16587941	24624	24624	0.00	0.55	0.11	0.10	2749.27
chr1	16619251	16637743	18492	18492	0.03	0.63	0.23	0.22	4249.87
chr1	16646620	16647956	1336	1336	0.05	0.26	0.12	0.11	154.48
chr1	16688337	16703748	15411	15411	0.00	0.34	0.07	0.06	1047.71
chr1	16740936	16745264	4328	4328	0.00	15.30	2.14	0.20	9276.21
chr1	16741271	16856619	115348	115348	0.00	6.99	0.11	0.03	12397.03
chr1	16871943	16877302	5359	5359	0.00	0.36	0.12	0.10	620.40
chr1	16888575	16888642	67	67	0.14	0.19	0.17	0.19	11.50
chr1	16975500	16977568	2068	2068	0.02	0.21	0.08	0.07	173.11
chr1	16986956	16998944	11988	11988	0.00	0.36	0.09	0.09	1137.52
chr1	17019720	17036378	16658	16658	0.00	0.32	0.07	0.05	1099.86
chr1	17067759	17093106	25347	25347	0.00	0.28	0.07	0.05	1744.12
chr1	17407758	17423219	15461	15461	0.00	0.39	0.10	0.08	1479.92
chr1	17540696	17618786	78090	78090	0.00	0.32	0.07	0.06	5415.83
chr1	17756331	17791198	34867	34867	0.00	0.28	0.06	0.05	1985.30
chr1	18108796	18243141	134345	134345	0.00	0.34	0.06	0.05	7829.03
chr1	18631844	18689856	58012	58012	0.00	0.34	0.07	0.06	4294.96
chr1	18872428	18887078	14650	14650	0.00	0.23	0.07	0.06	960.25
chr1	18905278	18930478	25200	25200	0.00	0.26	0.07	0.06	1786.98
chr1	19073108	19073811	703	703	0.03	0.13	0.08	0.08	58.03
chr1	19075508	19142388	66880	66880	0.00	0.42	0.08	0.07	5257.97
chr1	19211499	19225603	14104	14104	0.00	0.32	0.09	0.08	1335.60
chr1	19216658	19233594	16936	16936	0.00	0.32	0.09	0.07	1464.21
chr1	19252803	19255967	3164	3164	0.03	0.26	0.11	0.11	340.17
chr1	19266980	19270088	3108	3108	0.01	0.25	0.08	0.05	238.60
chr1	19283571	19285672	2101	2101	0.00	0.24	0.09	0.09	194.47
chr1	19304963	19308055	3092	3092	0.00	0.18	0.08	0.09	262.02
chr1	19313324	19320814	7490	7490	0.00	0.38	0.08	0.07	616.49
chr1	19339773	19412158	72385	72385	0.00	0.32	0.08	0.07	5748.42
chr1	19485401	19557112	71711	71711	0.00	1.22	0.07	0.05	5183.75
chr1	19597977	19627718	29741	29741	0.00	0.26	0.07	0.06	2039.38
chr1	19665873	19672921	7048	7048	0.00	0.23	0.08	0.07	535.77
chr1	19683238	19741093	57855	57855	0.00	0.30	0.07	0.05	3838.43
chr1	19883393	19897670	14277	14277	0.00	0.26	0.07	0.05	932.75
chr1	20291873	20325197	33324	33324	0.00	0.24	0.06	0.05	2010.52
chr1	20483389	20484301	912	912	0.00	0.22	0.08	0.05	69.48
chr1	20500446	20503800	3354	3354	0.00	0.21	0.07	0.05	241.33
chr1	20553571	20553797	226	226	0.11	0.21	0.16	0.17	36.46
chr1	20590084	20603995	13911	13911	0.00	0.30	0.08	0.06	1051.71
chr1	20634456	20642485	8029	8029	0.00	0.29	0.10	0.09	771.46
chr1	20643655	20647426	3771	3771	0.00	0.27	0.09	0.09	338.29
chr1	20652765	20656656	3891	3891	0.00	0.30	0.11	0.11	422.04
chr1	20665012	20691016	26004	26004	0.00	0.24	0.07	0.05	1700.17
chr1	20720729	20726284	5555	5555	0.00	0.24	0.08	0.07	444.73
chr1	20741264	20763795	22531	22531	0.00	0.30	0.09	0.07	1918.83
chr1	20807290	20991590	184300	184300	0.00	0.40	0.07	0.06	12577.46
chr1	21218245	21281410	63165	63165	0.00	0.36	0.07	0.06	4369.85
chr1	21294288	21296582	2294	2294	0.01	0.37	0.10	0.07	236.65
chr1	21425623	21426296	673	673	0.01	0.14	0.05	0.03	31.97
chr1	21441126	21462567	21441	21441	0.00	0.32	0.07	0.06	1505.53
chr1	21510395	21543904	33509	33509	0.00	0.28	0.07	0.06	2412.13
chr1	21597213	21632790	35577	35577	0.00	0.55	0.08	0.06	2744.80
chr1	21679296	21730952	51656	51656	0.00	0.26	0.07	0.05	3359.07
chr1	21823242	21879778	56536	56536	0.00	0.25	0.06	0.05	3466.14
chr1	22024988	22025020	32	32	0.20	0.20	0.20	0.20	6.54
chr1	22025556	22027891	2335	2335	0.00	1.02	0.20	0.11	465.05
chr1	22026509	22063436	36927	36927	0.00	1.70	0.11	0.08	3993.82
chr1	22029315	22040622	11307	11307	0.00	0.36	0.08	0.07	941.05
chr1	22118311	22130642	12331	12331	0.00	0.22	0.08	0.08	1016.69
chr1	22143848	22150126	6278	6278	0.00	0.29	0.10	0.08	614.04
chr1	22429836	22479998	50162	50162	0.00	0.61	0.07	0.05	3450.05
chr1	22518472	22518592	120	120	0.13	0.14	0.13	0.13	15.92
chr1	22564487	22583542	19055	19055	0.00	0.26	0.07	0.05	1273.89
chr1	22711837	22816170	104333	104333	0.00	0.35	0.07	0.06	7375.92
chr1	23011832	23013344	1512	1512	0.00	0.10	0.03	0.02	47.57
chr1	23020441	23051566	31125	31125	0.00	0.26	0.06	0.05	1952.22
chr1	23085021	23130916	45895	45895	0.00	0.48	0.07	0.06	3420.83
chr1	23192893	23204699	11806	11806	0.00	0.24	0.07	0.07	797.93
chr1	23304769	23324054	19285	19285	0.00	0.39	0.09	0.08	1729.98
chr1	23692740	23694289	1549	1549	0.06	0.26	0.13	0.11	203.71
chr1	23707899	23742599	34700	34700	0.00	0.34	0.09	0.07	3022.40
chr1	23744153	23752608	8455	8455	0.00	0.25	0.08	0.07	636.64
chr1	23779416	23783326	3910	3910	0.01	0.21	0.09	0.09	357.95
chr1	23792143	23793342	1199	1199	0.04	0.28	0.14	0.11	167.80
chr1	23796597	23798190	1593	1593	0.03	0.44	0.19	0.16	303.38
chr1	23802883	23820253	17370	17370	0.00	0.32	0.09	0.07	1548.01
chr1	23846075	23856684	10609	10609	0.00	0.24	0.06	0.03	633.31
chr1	23957837	23960151	2314	2314	0.00	1.64	0.54	0.30	1249.54
chr1	23965345	23972638	7293	7293	0.00	0.40	0.11	0.09	804.87
chr1	24155166	24171064	15898	15898	0.00	0.31	0.08	0.06	1203.70
chr1	24308554	24314729	6175	6175	0.00	0.24	0.07	0.07	459.10
chr1	24320355	24341920	21565	21565	0.00	1.41	0.12	0.08	2484.34
chr1	24357997	24386967	28970	28970	0.00	0.24	0.07	0.06	2039.24
chr1	24416800	24444390	27590	27590	0.00	0.32	0.06	0.05	1670.50
chr1	24497252	24515828	18576	18576	0.00	1.06	0.11	0.07	2070.02
chr1	24503349	24521696	18347	18347	0.00	0.27	0.07	0.07	1326.82
chr1	24557085	24582708	25623	25623	0.00	0.30	0.07	0.07	1821.54
chr1	24632714	24652499	19785	19785	0.00	1.09	0.12	0.07	2419.08
chr1	24746380	24794852	48472	48472	0.00	0.35	0.07	0.05	3192.89
chr1	24900509	24932316	31807	31807	0.00	0.38	0.08	0.07	2702.43
chr1	25223274	25227390	4116	4116	0.00	0.20	0.07	0.07	306.18
chr1	25233584	25233681	97	97	0.18	0.22	0.20	0.21	19.66
chr1	25243247	25290232	46985	46985	0.00	1.56	0.05	0.01	2380.39
chr1	25339315	25350340	11025	11025	0.00	0.24	0.06	0.05	676.77
chr1	25363247	25396221	32974	32974	0.00	0.30	0.06	0.04	1977.17
chr1	25431856	25465534	33678	33678	0.00	0.28	0.07	0.06	2260.39
chr1	25544604	25556246	11642	11642	0.00	0.26	0.07	0.07	840.93
chr1	25582476	25585918	3442	3442	0.01	0.23	0.08	0.07	281.38
chr1	25617789	25701499	83710	83710	0.00	0.34	0.07	0.06	5908.97
chr1	25801191	25809208	8017	8017	0.00	0.45	0.09	0.07	723.03
chr1	25817747	25818774	1027	1027	0.02	0.37	0.21	0.26	216.67
chr1	25819638	25825792	6154	6154	0.01	0.81	0.23	0.20	1435.13
chr1	25832911	25845686	12775	12775	0.00	0.26	0.09	0.08	1132.38
chr1	25862482	25868596	6114	6114	0.01	0.33	0.10	0.09	630.67
chr1	25885179	25895586	10407	10407	0.00	0.32	0.09	0.07	970.81
chr1	25960765	25978942	18177	18177	0.00	0.22	0.07	0.05	1189.86
chr1	26020882	26028174	7292	7292	0.00	0.24	0.07	0.05	478.93
chr1	26112163	26118360	6197	6197	0.00	0.39	0.08	0.07	509.38
chr1	26160077	26161521	1444	1444	0.02	0.34	0.14	0.10	198.14
chr1	26170514	26170674	160	160	0.12	0.14	0.13	0.13	21.03
chr1	26178482	26183684	5202	5202	0.00	0.29	0.07	0.06	364.72
chr1	26235198	26256504	21306	21306	0.00	0.30	0.06	0.05	1323.10
chr1	26282326	26299846	17520	17520	0.00	0.28	0.09	0.08	1570.50
chr1	26322696	26340890	18194	18194	0.00	0.36	0.09	0.07	1606.56
chr1	26433280	26451794	18514	18514	0.00	0.26	0.07	0.05	1209.26
chr1	26463754	26465386	1632	1632	0.00	0.13	0.05	0.04	77.11
chr1	26473438	26474542	1104	1104	0.05	0.36	0.20	0.21	220.86
chr1	26694234	26737670	43436	43436	0.00	1.36	0.13	0.08	5512.83
chr1	26788052	26793857	5805	5805	0.00	1.44	0.16	0.07	944.15
chr1	26827686	26842146	14460	14460	0.00	0.27	0.09	0.08	1244.91
chr1	26877130	26883208	6078	6078	0.00	0.15	0.05	0.05	310.05
chr1	26891486	26895478	3992	3992	0.00	0.38	0.08	0.05	322.91
chr1	26901236	26923555	22319	22319	0.00	1.60	0.10	0.07	2205.83
chr1	26994690	26997290	2600	2600	0.00	0.38	0.13	0.11	333.90
chr1	27006018	27008936	2918	2918	0.01	0.28	0.09	0.06	261.07
chr1	27099807	27132896	33089	33089	0.00	0.38	0.08	0.07	2551.43
chr1	27235630	27271634	36004	36004	0.00	0.31	0.08	0.06	2754.80
chr1	27323143	27329273	6130	6130	0.00	0.22	0.09	0.09	552.59
chr1	27343018	27347979	4961	4961	0.01	0.23	0.09	0.09	456.79
chr1	27355065	27360514	5449	5449	0.00	0.30	0.07	0.05	366.51
chr1	27393620	27394218	598	598	0.03	0.16	0.10	0.11	61.12
chr1	27405228	27447199	41971	41971	0.00	0.31	0.07	0.06	2870.18
chr1	27526803	27528184	1381	1381	0.01	0.20	0.10	0.09	133.30
chr1	27535033	27569234	34201	34201	0.00	0.42	0.08	0.07	2860.86
chr1	27667062	27669138	2076	2076	0.00	0.13	0.05	0.05	111.58
chr1	27726959	27744539	17580	17580	0.00	0.26	0.08	0.07	1463.53
chr1	27774217	27798832	24615	24615	0.00	0.30	0.07	0.06	1677.64
chr1	27831780	27841230	9450	9450	0.00	0.37	0.10	0.09	984.69
chr1	27873541	27879614	6073	6073	0.00	0.25	0.09	0.08	553.52
chr1	27892522	27903136	10614	10614	0.00	0.34	0.11	0.12	1214.16
chr1	27935998	27947079	11081	11081	0.00	0.28	0.07	0.05	731.73
chr1	27960586	27963841	3255	3255	0.00	0.26	0.06	0.05	203.37
chr1	27971342	28029491	58149	58149	0.00	0.37	0.07	0.06	3984.89
chr1	28148164	28170552	22388	22388	0.00	0.25	0.07	0.05	1494.37
chr1	28200454	28216243	15789	15789	0.00	0.36	0.09	0.08	1438.48
chr1	28370580	28434974	64394	64394	0.00	0.32	0.08	0.07	5003.65
chr1	28506941	28522622	15681	15681	0.01	1.37	0.32	0.28	5032.71
chr1	28506978	28508436	1458	1458	0.15	0.44	0.31	0.31	444.81
chr1	28545458	28545502	44	44	0.03	0.03	0.03	0.03	1.44
chr1	28554083	28565816	11733	11733	0.00	0.31	0.10	0.08	1124.38
chr1	28579536	28580836	1300	1300	0.03	0.42	0.18	0.16	236.03
chr1	28590321	28616204	25883	25883	0.00	0.29	0.08	0.07	2167.94
