#chrom	start	end	size	num_data	min	max	mean	median	sum
chr1	1673192	1673397	205	205	0.04	0.09	0.06	0.07	13.10
chr1	1713366	1723357	9991	9991	0.00	0.28	0.06	0.04	562.93
chr1	1720210	1736688	16478	16478	0.00	0.77	0.10	0.06	1678.90
chr1	1730880	1736251	5371	5371	0.00	0.15	0.06	0.05	299.21
chr1	1765843	1779457	13614	13614	0.00	0.71	0.10	0.07	1315.11
chr1	1838200	1890117	51917	51917	0.00	0.38	0.09	0.08	4438.00
chr1	1916200	1916296	96	96	0.13	0.16	0.14	0.13	13.72
chr1	1962892	2002837	39945	39945	0.00	0.26	0.05	0.04	1825.78
chr1	2025042	2029758	4716	4716	0.00	0.12	0.04	0.04	210.43
chr1	2117902	2184395	66493	66493	0.00	0.31	0.06	0.05	4268.58
chr1	2143180	2144279	1099	1099	0.02	0.11	0.05	0.05	59.14
chr1	2183090	2183389	299	299	0.06	0.15	0.09	0.07	25.93
chr1	2198589	2211720	13131	13131	0.00	0.64	0.13	0.10	1647.30
chr1	2269264	2309213	39949	39949	0.00	0.32	0.08	0.06	3146.60
chr1	2319061	2322085	3024	3024	0.00	0.09	0.03	0.02	86.19
chr1	2356478	2390707	34229	34229	0.00	0.30	0.08	0.07	2788.41
chr1	2351616	2351820	204	204	0.00	0.03	0.01	0.00	1.17
chr1	2398607	2404442	5835	5835	0.00	0.26	0.11	0.10	651.06
chr1	2408879	2412797	3918	3918	0.00	0.76	0.15	0.10	605.97
chr1	2517566	2525597	8031	8031	0.00	0.15	0.04	0.03	305.21
chr1	2588978	2590469	1491	1491	0.00	0.06	0.02	0.00	29.37
chr1	3064024	3067437	3413	3413	0.00	0.18	0.07	0.06	239.46
chr1	3253893	3437621	183728	183728	0.00	0.81	0.07	0.06	12776.26
chr1	3370870	3372928	2058	2058	0.00	0.13	0.04	0.04	89.72
chr1	3467888	3480113	12225	12225	0.00	0.28	0.07	0.06	902.89
chr1	3549728	3610508	60780	60780	0.00	0.94	0.06	0.05	3883.91
chr1	3627570	3629127	1557	1557	0.04	0.32	0.12	0.09	190.35
chr1	3641762	3651761	9999	9999	0.00	0.67	0.07	0.05	714.02
chr1	3694357	3735201	40844	40844	0.00	0.28	0.07	0.06	2745.93
chr1	3741440	3746373	4933	4933	0.00	0.26	0.06	0.05	319.53
chr1	3774364	3774982	618	618	0.03	0.22	0.12	0.11	74.12
chr1	3787527	3795498	7971	7971	0.00	0.41	0.10	0.08	823.33
chr1	3834740	3856396	21656	21656	0.00	0.25	0.07	0.05	1409.63
chr1	3871346	3884429	13083	13083	0.00	0.20	0.06	0.06	777.37
chr1	3894708	3899293	4585	4585	0.00	0.40	0.08	0.06	388.00
chr1	3908787	3916225	7438	7438	0.00	0.31	0.08	0.07	594.24
chr1	5927640	5991473	63833	63833	0.00	0.32	0.06	0.05	4114.78
chr1	6046058	6100193	54135	54135	0.00	0.32	0.07	0.06	3726.24
chr1	6141052	6179321	38269	38269	0.00	0.42	0.08	0.06	2872.08
chr1	6197203	6208389	11186	11186	0.00	1.22	0.22	0.11	2421.51
chr1	6213386	6220299	6913	6913	0.00	0.24	0.07	0.05	460.35
chr1	6228581	6234972	6391	6391	0.01	0.32	0.15	0.15	936.42
chr1	6237066	6238444	1378	1378	0.00	0.09	0.04	0.03	56.80
chr1	6254224	6260098	5874	5874	0.00	0.23	0.08	0.06	460.52
chr1	6329016	6392767	63751	63751	0.00	0.41	0.07	0.06	4321.33
chr1	6418542	6423670	5128	5128	0.00	0.23	0.06	0.04	306.09
chr1	6443070	6460367	17297	17297	0.00	0.30	0.07	0.06	1201.70
chr1	6463479	6465175	1696	1696	0.01	0.09	0.05	0.05	82.54
chr1	6493596	6519074	25478	25478	0.00	0.37	0.07	0.06	1810.96
chr1	6537928	6553513	15585	15585	0.00	0.25	0.08	0.08	1254.04
chr1	6567530	6578755	11225	11225	0.00	0.23	0.07	0.06	819.56
chr1	6584636	6588280	3644	3644	0.04	0.35	0.16	0.13	580.18
chr1	6602664	6613607	10943	10943	0.00	0.95	0.14	0.10	1568.81
chr1	6618879	6623030	4151	4151	0.00	0.37	0.13	0.12	526.54
chr1	6630224	6634586	4362	4362	0.00	0.43	0.12	0.11	522.51
chr1	6668044	6700924	32880	32880	0.00	0.29	0.07	0.06	2223.64
chr1	7277578	7768706	491128	491128	0.00	4.04	0.06	0.05	31493.36
chr1	7776362	7780432	4070	4070	0.00	0.15	0.05	0.04	189.83
chr1	7814732	7844177	29445	29445	0.00	0.23	0.05	0.04	1465.42
chr1	7929516	7942165	12649	12649	0.00	0.29	0.06	0.05	788.60
chr1	7969896	7984505	14609	14609	0.00	0.33	0.08	0.06	1131.78
chr1	7998222	8004312	6090	6090	0.00	0.25	0.06	0.05	378.98
chr1	8015355	8025309	9954	9954	0.00	0.27	0.07	0.06	727.00
chr1	8331139	8343167	12028	12028	0.00	0.19	0.06	0.05	683.89
chr1	8600658	8847921	247263	247263	0.00	0.87	0.08	0.06	18611.14
chr1	8870094	8878190	8096	8096	0.00	0.61	0.16	0.13	1289.86
chr1	9114702	9128102	13400	13400	0.00	0.26	0.07	0.06	923.31
chr1	9173457	9197906	24449	24449	0.00	0.71	0.11	0.08	2796.29
chr1	9189142	9195284	6142	6142	0.00	0.21	0.08	0.07	476.97
chr1	9253054	9270337	17283	17283	0.00	0.36	0.08	0.08	1454.42
chr1	9331212	9368532	37320	37320	0.00	0.26	0.06	0.05	2402.99
chr1	9432828	9439564	6736	6736	0.00	0.13	0.03	0.03	233.82
chr1	9562318	9584173	21855	21855	0.00	0.29	0.07	0.06	1515.54
chr1	9601892	9613877	11985	11985	0.00	0.30	0.08	0.06	957.57
chr1	9690421	9728114	37693	37693	0.00	0.35	0.07	0.06	2658.61
chr1	9679989	9686555	6566	6566	0.01	0.23	0.08	0.07	554.07
chr1	9776454	9822984	46530	46530	0.00	0.32	0.08	0.06	3520.16
chr1	9879304	9909336	30032	30032	0.00	0.28	0.07	0.06	2012.18
chr1	9932758	9942407	9649	9649	0.00	0.23	0.06	0.04	548.18
chr1	9946447	9948974	2527	2527	0.00	0.21	0.08	0.08	198.76
chr1	9964463	9984501	20038	20038	0.00	0.33	0.08	0.06	1584.06
chr1	10006612	10015021	8409	8409	0.00	0.26	0.06	0.05	519.27
chr1	10107034	10180239	73205	73205	0.00	0.30	0.06	0.05	4747.76
chr1	10296085	10380603	84518	84518	0.00	0.35	0.07	0.06	5814.22
chr1	10384526	10386150	1624	1624	0.01	0.20	0.08	0.06	129.57
chr1	10396422	10396432	10	10	0.04	0.04	0.04	0.04	0.35
chr1	10409550	10419511	9961	9961	0.00	0.20	0.06	0.06	605.04
chr1	10441126	10451153	10027	10027	0.00	0.36	0.10	0.09	1045.99
chr1	10436619	10441808	5189	5189	0.00	0.19	0.06	0.05	332.42
chr1	10464524	10471529	7005	7005	0.00	0.23	0.09	0.09	609.64
chr1	10551522	10629758	78236	78236	0.00	0.40	0.07	0.06	5589.08
chr1	10716626	10795650	79024	79024	0.00	0.45	0.07	0.06	5441.51
chr1	10646786	10653333	6547	6547	0.00	0.26	0.06	0.06	420.48
chr1	10964252	10981037	16785	16785	0.00	0.19	0.06	0.05	1019.16
chr1	11021434	11029528	8094	8094	0.01	0.37	0.11	0.09	875.54
chr1	11036880	11046239	9359	9359	0.00	0.35	0.07	0.06	640.10
chr1	11057300	11059020	1720	1720	0.01	0.26	0.11	0.12	197.55
chr1	11083242	11098869	15627	15627	0.00	0.32	0.09	0.08	1347.38
chr1	11070782	11072097	1315	1315	0.01	0.32	0.10	0.08	135.96
chr1	11100886	11101100	214	214	0.04	0.09	0.08	0.07	16.10
chr1	11184542	11261551	77009	77009	0.00	0.33	0.08	0.06	5865.16
chr1	11284622	11295049	10427	10427	0.00	0.28	0.07	0.06	701.05
chr1	11508352	11536551	28199	28199	0.00	0.30	0.06	0.05	1580.14
chr1	11646400	11654785	8385	8385	0.00	0.40	0.10	0.08	799.02
chr1	11658850	11662327	3477	3477	0.00	0.31	0.09	0.07	322.76
chr1	11669276	11673354	4078	4078	0.00	0.26	0.11	0.10	452.90
chr1	11683064	11690650	7586	7586	0.00	0.23	0.07	0.06	504.24
chr1	11708782	11724857	16075	16075	0.00	0.28	0.06	0.05	1016.67
chr1	11745442	11753802	8360	8360	0.00	0.30	0.08	0.07	642.52
chr1	11775684	11788585	12901	12901	0.00	0.26	0.07	0.06	952.13
chr1	11796088	11805455	9367	9367	0.00	0.42	0.09	0.08	873.02
chr1	11827086	11847079	19993	19993	0.00	0.32	0.07	0.06	1408.32
chr1	11911118	11913298	2180	2180	0.00	0.26	0.07	0.06	149.44
chr1	11923008	11925428	2420	2420	0.02	0.26	0.10	0.09	245.47
chr1	11954870	11974538	19668	19668	0.00	0.29	0.07	0.05	1293.29
chr1	11997694	12014211	16517	16517	0.00	0.28	0.08	0.08	1400.96
chr1	12025754	12031045	5291	5291	0.00	0.23	0.07	0.05	362.57
chr1	12103754	12143207	39453	39453	0.00	0.29	0.07	0.06	2588.15
chr1	12188108	12208228	20120	20120	0.00	0.35	0.07	0.05	1339.96
chr1	12371037	12511047	140010	140010	0.00	0.36	0.07	0.06	9450.17
chr1	12593058	12617210	24152	24152	0.00	0.41	0.07	0.06	1744.28
chr1	13600710	13616957	16247	16247	0.00	0.29	0.06	0.05	1046.58
chr1	13762637	13824079	61442	61442	0.00	0.40	0.06	0.05	3865.27
chr1	14505416	15117043	611627	611627	0.00	0.53	0.06	0.05	37474.54
chr1	15132715	15152618	19903	19903	0.00	0.40	0.08	0.06	1523.14
chr1	15186504	15219478	32974	32974	0.00	0.92	0.07	0.05	2427.40
chr1	15318400	15399283	80883	80883	0.00	0.42	0.07	0.06	5698.49
chr1	15406204	15408433	2229	2229	0.00	0.20	0.07	0.06	150.64
chr1	15420112	15429339	9227	9227	0.00	0.22	0.07	0.06	650.86
chr1	15508682	15525534	16852	16852	0.00	0.47	0.09	0.07	1534.00
chr1	15559594	15591379	31785	31785	0.00	0.41	0.07	0.05	2093.01
chr1	15578374	15584051	5677	5677	0.00	0.25	0.07	0.05	387.39
chr1	15594880	15602626	7746	7746	0.00	0.50	0.08	0.07	640.55
chr1	15643250	15668044	24794	24794	0.00	0.64	0.08	0.06	1970.20
chr1	15709543	15733769	24226	24226	0.00	0.30	0.06	0.05	1570.50
chr1	15728602	15735896	7294	7294	0.00	0.24	0.07	0.06	526.77
chr1	15738824	15740392	1568	1568	0.00	0.22	0.08	0.08	132.03
chr1	15771599	15785594	13995	13995	0.00	0.25	0.07	0.06	1040.32
chr1	15808257	15808348	91	91	0.09	0.11	0.10	0.11	8.84
chr1	15841309	15847147	5838	5838	0.00	0.59	0.13	0.10	730.29
chr1	15888274	15939456	51182	51182	0.00	0.45	0.11	0.10	5710.15
chr1	15958999	15975132	16133	16133	0.00	0.35	0.08	0.06	1283.93
chr1	16026461	16033050	6589	6589	0.00	0.34	0.08	0.07	554.67
chr1	16037602	16039029	1427	1427	0.01	0.23	0.07	0.04	97.72
chr1	16048780	16056311	7531	7531	0.00	0.38	0.10	0.08	754.16
chr1	16065708	16072651	6943	6943	0.00	0.27	0.07	0.05	458.80
chr1	16140202	16155069	14867	14867	0.00	0.36	0.09	0.08	1346.65
chr1	16156268	16156329	61	61	0.17	0.21	0.19	0.21	11.49
chr1	16205252	16211652	6400	6400	0.00	0.93	0.16	0.08	1010.40
chr1	16221966	16227027	5061	5061	0.00	0.25	0.09	0.09	457.57
chr1	16230003	16230335	332	332	0.08	0.15	0.11	0.12	38.03
chr1	16234436	16236183	1747	1747	0.02	0.15	0.07	0.06	126.48
chr1	16299658	16351480	51822	51822	0.00	0.35	0.08	0.07	4146.61
chr1	16375358	16397145	21787	21787	0.00	0.28	0.08	0.08	1808.82
chr1	16450398	16459078	8680	8680	0.00	0.28	0.09	0.07	767.95
chr1	16464713	16467481	2768	2768	0.00	0.22	0.09	0.08	261.46
chr1	16483345	16498257	14912	14912	0.00	0.26	0.07	0.06	1011.63
chr1	16587939	16612562	24623	24623	0.00	0.44	0.14	0.13	3408.08
chr1	16637741	16656232	18491	18491	0.00	2.14	0.20	0.13	3690.28
chr1	16647954	16649289	1335	1335	0.04	0.22	0.09	0.06	115.52
chr1	16703746	16719157	15411	15411	0.00	0.31	0.11	0.11	1693.25
chr1	16745262	16749589	4327	4327	0.02	0.29	0.12	0.11	510.18
chr1	16856617	16971964	115347	115347	0.00	17.18	0.30	0.10	34505.13
chr1	16877300	16882659	5359	5359	0.00	0.32	0.10	0.09	541.72
chr1	16888640	16888706	66	66	0.07	0.08	0.07	0.07	4.77
chr1	16977566	16979632	2066	2066	0.00	0.21	0.09	0.10	179.44
chr1	16998942	17010928	11986	11986	0.00	0.22	0.07	0.05	780.08
chr1	17036376	17053032	16656	16656	0.00	0.28	0.08	0.08	1388.57
chr1	17093104	17118451	25347	25347	0.00	0.37	0.08	0.06	1990.60
chr1	17423217	17438677	15460	15460	0.00	0.71	0.12	0.11	1929.18
chr1	17618784	17696874	78090	78090	0.00	0.28	0.06	0.05	4787.64
chr1	17791196	17826063	34867	34867	0.00	0.23	0.05	0.05	1893.09
chr1	18243139	18377483	134344	134344	0.00	0.35	0.06	0.05	7827.39
chr1	18689854	18747866	58012	58012	0.00	0.30	0.05	0.04	3007.98
chr1	18887076	18901724	14648	14648	0.00	0.29	0.07	0.05	1027.89
chr1	18930476	18955676	25200	25200	0.00	0.29	0.07	0.05	1736.31
chr1	19073809	19074511	702	702	0.03	0.12	0.07	0.08	50.26
chr1	19142386	19209266	66880	66880	0.00	0.37	0.07	0.06	4881.25
chr1	19225601	19239704	14103	14103	0.00	0.23	0.07	0.06	1052.36
chr1	19233592	19250527	16935	16935	0.00	0.32	0.08	0.06	1315.12
chr1	19255965	19259128	3163	3163	0.04	0.45	0.18	0.17	568.45
chr1	19270086	19273194	3108	3108	0.00	0.33	0.06	0.04	199.50
chr1	19285670	19287770	2100	2100	0.01	0.20	0.09	0.09	193.15
chr1	19308053	19311144	3091	3091	0.00	0.19	0.09	0.09	281.18
chr1	19320812	19328300	7488	7488	0.00	0.25	0.07	0.06	514.19
chr1	19412156	19484539	72383	72383	0.00	0.30	0.07	0.06	5089.41
chr1	19557110	19628821	71711	71711	0.00	0.96	0.08	0.06	5440.45
chr1	19627716	19657456	29740	29740	0.00	0.40	0.09	0.07	2533.39
chr1	19672919	19679966	7047	7047	0.00	0.17	0.06	0.06	443.07
chr1	19741091	19798945	57854	57854	0.00	0.35	0.07	0.05	3826.25
chr1	19897668	19911945	14277	14277	0.00	0.30	0.07	0.06	996.66
chr1	20325195	20358518	33323	33323	0.00	0.31	0.06	0.05	1955.48
chr1	20484299	20485210	911	911	0.02	0.22	0.11	0.08	103.74
chr1	20503798	20507151	3353	3353	0.00	0.26	0.06	0.05	210.32
chr1	20553795	20554020	225	225	0.04	0.13	0.10	0.11	22.62
chr1	20603993	20617903	13910	13910	0.00	0.33	0.07	0.06	979.50
chr1	20642483	20650511	8028	8028	0.00	0.31	0.10	0.08	785.81
chr1	20647424	20651193	3769	3769	0.00	0.29	0.10	0.08	358.99
chr1	20656654	20660544	3890	3890	0.00	0.23	0.08	0.08	299.60
chr1	20691014	20717017	26003	26003	0.00	0.29	0.07	0.05	1734.98
chr1	20726282	20731837	5555	5555	0.00	0.30	0.07	0.06	410.61
chr1	20763793	20786323	22530	22530	0.00	0.36	0.09	0.08	2138.26
chr1	20991588	21175888	184300	184300	0.00	0.40	0.08	0.06	14561.73
chr1	21281408	21344572	63164	63164	0.00	0.64	0.08	0.07	5065.13
chr1	21296580	21298874	2294	2294	0.00	0.16	0.06	0.06	135.57
chr1	21426294	21426967	673	673	0.00	0.09	0.04	0.03	24.05
chr1	21462565	21484005	21440	21440	0.00	0.30	0.06	0.05	1354.31
chr1	21543902	21577410	33508	33508	0.00	0.35	0.07	0.06	2307.44
chr1	21632788	21668363	35575	35575	0.00	0.34	0.07	0.06	2486.60
chr1	21730950	21782606	51656	51656	0.00	0.33	0.07	0.06	3714.06
chr1	21879776	21936310	56534	56534	0.00	0.32	0.06	0.05	3477.45
chr1	22025018	22025048	30	30	0.19	0.19	0.19	0.19	5.80
chr1	22027889	22030223	2334	2334	0.02	0.25	0.11	0.11	251.22
chr1	22063434	22100360	36926	36926	0.00	0.29	0.08	0.07	2834.32
chr1	22040620	22051927	11307	11307	0.00	0.29	0.08	0.06	873.57
chr1	22130640	22142969	12329	12329	0.00	0.21	0.06	0.05	736.11
chr1	22150124	22156401	6277	6277	0.00	0.29	0.08	0.06	508.12
chr1	22479996	22530157	50161	50161	0.00	0.26	0.06	0.05	3172.31
chr1	22518590	22518708	118	118	0.06	0.11	0.07	0.08	8.60
chr1	22583540	22602595	19055	19055	0.00	0.31	0.05	0.05	995.95
chr1	22816168	22920500	104332	104332	0.00	0.30	0.06	0.05	6656.71
chr1	23013342	23014852	1510	1510	0.00	0.11	0.07	0.08	108.68
chr1	23051564	23082689	31125	31125	0.00	0.34	0.07	0.06	2229.77
chr1	23130914	23176808	45894	45894	0.00	1.54	0.09	0.06	4084.70
chr1	23204697	23216502	11805	11805	0.00	0.21	0.07	0.06	836.18
chr1	23324052	23343336	19284	19284	0.00	0.39	0.09	0.07	1680.89
chr1	23694287	23695835	1548	1548	0.04	0.38	0.17	0.14	256.24
chr1	23742597	23777296	34699	34699	0.00	1.10	0.11	0.09	3974.08
chr1	23752606	23761059	8453	8453	0.01	0.34	0.11	0.09	929.69
chr1	23783324	23787232	3908	3908	0.00	0.15	0.05	0.04	185.99
chr1	23793340	23794539	1199	1199	0.04	0.26	0.12	0.11	145.38
chr1	23798188	23799781	1593	1593	0.00	0.22	0.09	0.07	147.07
chr1	23820251	23837620	17369	17369	0.00	1.00	0.10	0.06	1724.27
chr1	23856682	23867290	10608	10608	0.00	0.30	0.07	0.05	729.69
chr1	23960149	23962462	2313	2313	0.02	0.67	0.19	0.13	439.04
chr1	23972636	23979927	7291	7291	0.00	0.52	0.13	0.11	918.38
chr1	24171062	24186959	15897	15897	0.00	0.37	0.07	0.06	1142.35
chr1	24314727	24320901	6174	6174	0.00	0.27	0.09	0.06	538.04
chr1	24341918	24363482	21564	21564	0.00	0.28	0.06	0.05	1278.85
chr1	24386965	24415934	28969	28969	0.00	0.48	0.09	0.06	2489.87
chr1	24444388	24471976	27588	27588	0.00	0.28	0.07	0.05	1894.40
chr1	24515826	24534400	18574	18574	0.00	0.27	0.07	0.06	1231.27
chr1	24521694	24540040	18346	18346	0.00	0.32	0.07	0.06	1330.29
chr1	24582706	24608328	25622	25622	0.00	3.19	0.08	0.05	2078.57
chr1	24652497	24672281	19784	19784	0.00	0.37	0.09	0.07	1816.21
chr1	24794850	24843321	48471	48471	0.00	1.39	0.07	0.05	3185.68
chr1	24932314	24964121	31807	31807	0.00	0.25	0.06	0.05	1827.79
chr1	25227388	25231502	4114	4114	0.00	0.17	0.07	0.06	301.99
chr1	25233679	25233775	96	96	0.13	0.15	0.14	0.13	13.31
chr1	25290230	25337213	46983	46983	0.00	0.22	0.01	0.00	551.66
chr1	25350338	25361361	11023	11023	0.00	0.21	0.07	0.05	724.92
chr1	25396219	25429192	32973	32973	0.00	0.30	0.07	0.06	2269.63
chr1	25465532	25499209	33677	33677	0.00	0.31	0.07	0.06	2438.18
chr1	25556244	25567886	11642	11642	0.00	0.32	0.07	0.06	805.08
chr1	25585916	25589356	3440	3440	0.00	0.30	0.08	0.07	291.28
chr1	25701497	25785206	83709	83709	0.00	0.36	0.07	0.06	5696.71
chr1	25809206	25817221	8015	8015	0.00	0.29	0.11	0.10	863.16
chr1	25818772	25819797	1025	1025	0.10	1.05	0.31	0.24	322.59
chr1	25825790	25831942	6152	6152	0.02	0.38	0.20	0.19	1230.14
chr1	25845684	25858458	12774	12774	0.00	0.28	0.07	0.06	907.61
chr1	25868594	25874708	6114	6114	0.00	0.24	0.07	0.05	397.92
chr1	25895584	25905991	10407	10407	0.00	0.49	0.13	0.12	1384.02
chr1	25978940	25997117	18177	18177	0.00	0.30	0.06	0.05	1144.67
chr1	26028172	26035464	7292	7292	0.00	1.16	0.10	0.08	722.85
chr1	26118358	26124555	6197	6197	0.00	0.53	0.12	0.09	743.30
chr1	26161519	26162962	1443	1443	0.04	1.15	0.32	0.12	456.86
chr1	26170672	26170831	159	159	0.12	0.31	0.19	0.13	29.87
chr1	26183682	26188884	5202	5202	0.00	0.21	0.07	0.06	381.98
chr1	26256502	26277808	21306	21306	0.00	0.26	0.08	0.07	1677.24
chr1	26299844	26317363	17519	17519	0.00	0.83	0.09	0.06	1515.11
chr1	26340888	26359080	18192	18192	0.00	0.34	0.06	0.05	1081.44
chr1	26451792	26470306	18514	18514	0.00	0.47	0.09	0.08	1663.58
chr1	26465384	26467014	1630	1630	0.03	0.22	0.12	0.12	193.13
chr1	26474540	26475642	1102	1102	0.00	0.17	0.06	0.04	65.10
chr1	26737668	26781104	43436	43436	0.00	0.36	0.08	0.06	3558.68
chr1	26793855	26799659	5804	5804	0.00	0.20	0.06	0.05	342.05
chr1	26842144	26856604	14460	14460	0.00	0.28	0.09	0.07	1247.87
chr1	26883206	26889283	6077	6077	0.00	0.20	0.07	0.06	409.22
chr1	26895476	26899467	3991	3991	0.00	0.20	0.08	0.06	326.66
chr1	26923553	26945871	22318	22318	0.00	0.27	0.08	0.07	1713.64
chr1	26997288	26999886	2598	2598	0.02	0.34	0.11	0.10	287.28
chr1	27008934	27011850	2916	2916	0.00	0.21	0.08	0.08	247.09
chr1	27132894	27165981	33087	33087	0.00	2.70	0.09	0.06	3133.50
chr1	27271632	27307636	36004	36004	0.00	0.30	0.07	0.05	2506.12
chr1	27329271	27335400	6129	6129	0.00	0.19	0.07	0.06	437.28
chr1	27347977	27352937	4960	4960	0.00	0.54	0.14	0.11	698.06
chr1	27360512	27365961	5449	5449	0.00	0.58	0.11	0.06	606.99
chr1	27394216	27394814	598	598	0.01	0.39	0.18	0.15	105.31
chr1	27447197	27489167	41970	41970	0.00	0.34	0.08	0.06	3172.73
chr1	27528182	27529561	1379	1379	0.01	0.30	0.09	0.06	130.48
chr1	27569232	27603431	34199	34199	0.00	0.35	0.08	0.06	2681.07
chr1	27669136	27671212	2076	2076	0.00	0.18	0.08	0.08	173.58
chr1	27744537	27762116	17579	17579	0.00	0.28	0.07	0.06	1232.59
chr1	27798830	27823443	24613	24613	0.00	0.21	0.07	0.05	1619.72
chr1	27841228	27850676	9448	9448	0.00	0.25	0.07	0.06	707.23
chr1	27879612	27885685	6073	6073	0.00	0.26	0.08	0.08	488.18
chr1	27903134	27913746	10612	10612	0.00	0.29	0.09	0.08	937.56
chr1	27947077	27958157	11080	11080	0.00	0.20	0.07	0.06	751.46
chr1	27963839	27967093	3254	3254	0.00	0.27	0.06	0.04	205.07
chr1	28029489	28087637	58148	58148	0.00	0.32	0.08	0.07	4608.76
chr1	28170550	28192936	22386	22386	0.00	0.32	0.08	0.06	1713.26
chr1	28216241	28232029	15788	15788	0.00	0.36	0.12	0.12	1923.22
chr1	28434972	28499364	64392	64392	0.00	0.42	0.07	0.06	4689.90
chr1	28522620	28538300	15680	15680	0.00	0.25	0.09	0.08	1369.95
chr1	28508434	28509892	1458	1458	0.12	0.63	0.31	0.28	455.94
chr1	28545500	28545542	42	42	0.09	0.09	0.09	0.09	3.69
chr1	28565814	28577545	11731	11731	0.00	0.36	0.08	0.06	934.48
chr1	28580834	28582132	1298	1298	0.06	2.94	0.83	0.39	1076.57
chr1	28616202	28642085	25883	25883	0.00	0.35	0.09	0.08	2374.53
