#chrom	start	end	size	num_data	min	max	mean	median	sum
chr1	1402207	1410293	8086	8086	0.00	1.77	0.25	0.17	1981.39
chr1	1426169	1433255	7086	7086	0.00	0.42	0.11	0.11	792.80
chr1	1430837	1437573	6736	6736	0.00	0.77	0.12	0.09	790.65
chr1	1435159	1445882	10723	10723	0.00	0.77	0.10	0.09	1111.14
chr1	1449987	1473163	23176	23176	0.00	0.88	0.09	0.05	2088.36
chr1	1472063	1500848	28785	28785	0.00	0.36	0.10	0.09	2845.38
chr1	1512460	1537685	25225	25225	0.00	0.37	0.10	0.09	2530.91
chr1	1535076	1543624	8548	8548	0.00	0.37	0.12	0.11	1049.56
chr1	1541971	1577863	35892	35892	0.00	1.11	0.13	0.10	4606.24
chr1	1574400	1580075	5675	5675	0.00	1.11	0.21	0.11	1186.17
chr1	1598310	1603135	4825	4825	0.00	0.52	0.11	0.08	538.98
chr1	1600612	1605703	5091	5091	0.00	0.20	0.08	0.08	403.60
chr1	1614056	1618795	4739	4739	0.04	1.36	0.28	0.14	1346.68
chr1	1615752	1633605	17853	17853	0.00	1.36	0.10	0.08	1869.36
chr1	1632461	1638263	5802	5802	0.00	0.25	0.08	0.05	438.73
chr1	1635523	1662012	26489	26489	0.00	0.78	0.12	0.09	3200.25
chr1	1659623	1665602	5979	5979	0.02	0.30	0.14	0.14	846.26
chr1	1659827	1695795	35968	35968	0.00	1.37	0.14	0.09	4962.45
chr1	1672288	1677397	5109	5109	0.01	0.18	0.08	0.08	429.90
chr1	1702677	1727357	24680	24680	0.00	0.74	0.08	0.06	2076.74
chr1	1703034	1740688	37654	37654	0.00	0.74	0.09	0.07	3279.44
chr1	1724810	1740251	15441	15441	0.00	0.35	0.10	0.08	1500.96
chr1	1751530	1783457	31927	31927	0.00	1.26	0.12	0.09	3801.77
chr1	1785583	1894117	108534	108534	0.00	1.13	0.09	0.07	9354.65
chr1	1915406	1920296	4890	4890	0.01	0.65	0.16	0.12	799.07
chr1	1922249	2006837	84588	84588	0.00	0.77	0.07	0.06	6165.54
chr1	2019627	2033758	14131	14131	0.00	0.28	0.07	0.06	1024.90
chr1	2050709	2188395	137686	137686	0.00	0.42	0.07	0.06	9855.66
chr1	2141382	2148279	6897	6897	0.00	0.18	0.06	0.07	446.55
chr1	2182092	2187389	5297	5297	0.04	0.36	0.15	0.13	772.86
chr1	2184759	2215720	30961	30961	0.00	1.00	0.16	0.12	4980.45
chr1	2228617	2313213	84596	84596	0.00	0.40	0.09	0.08	7697.75
chr1	2315338	2326085	10747	10747	0.00	0.42	0.07	0.05	749.88
chr1	2321551	2394707	73156	73156	0.00	1.08	0.09	0.07	6717.86
chr1	2350712	2355820	5108	5108	0.00	0.26	0.09	0.07	468.93
chr1	2392073	2408442	16369	16369	0.00	0.82	0.14	0.11	2324.26
chr1	2404262	2416797	12535	12535	0.00	1.28	0.19	0.14	2421.66
chr1	2508835	2529597	20762	20762	0.00	0.51	0.06	0.04	1148.74
chr1	2586789	2594469	7680	7680	0.00	0.21	0.03	0.03	260.70
chr1	3059913	3071437	11524	11524	0.00	0.50	0.12	0.08	1418.04
chr1	3069466	3441621	372155	372155	0.00	0.74	0.07	0.06	27607.16
chr1	3368113	3376928	8815	8815	0.00	0.31	0.07	0.05	636.90
chr1	3454963	3484113	29150	29150	0.00	0.30	0.07	0.05	1923.52
chr1	3488249	3614508	126259	126259	0.00	1.22	0.07	0.06	9166.39
chr1	3625313	3633127	7814	7814	0.00	0.28	0.11	0.11	867.33
chr1	3631065	3655761	24696	24696	0.00	0.94	0.10	0.06	2468.55
chr1	3652814	3739201	86387	86387	0.00	0.49	0.08	0.07	6791.30
chr1	3735809	3750373	14564	14564	0.00	1.19	0.11	0.08	1550.37
chr1	3773047	3778982	5935	5935	0.02	0.35	0.15	0.15	899.95
chr1	3778857	3799498	20641	20641	0.00	1.00	0.12	0.08	2405.00
chr1	3812384	3860396	48012	48012	0.00	1.09	0.08	0.06	4042.38
chr1	3857565	3888429	30864	30864	0.00	0.46	0.07	0.06	2289.02
chr1	3889423	3903293	13870	13870	0.00	2.89	0.15	0.08	2109.64
chr1	3900650	3920225	19575	19575	0.00	0.54	0.07	0.05	1463.21
chr1	5863109	5995473	132364	132364	0.00	0.59	0.06	0.05	7776.91
chr1	5991225	6104193	112968	112968	0.00	0.59	0.07	0.05	7946.25
chr1	6102085	6183321	81236	81236	0.00	0.55	0.07	0.05	5644.01
chr1	6185318	6212389	27071	27071	0.00	1.26	0.15	0.09	3928.52
chr1	6205773	6224299	18526	18526	0.00	0.94	0.12	0.09	2181.38
chr1	6221491	6238972	17481	17481	0.00	1.60	0.15	0.10	2645.82
chr1	6234990	6242444	7454	7454	0.00	1.60	0.19	0.09	1391.53
chr1	6247651	6264098	16447	16447	0.00	0.40	0.09	0.08	1501.46
chr1	6264567	6396767	132200	132200	0.00	1.13	0.08	0.06	9966.67
chr1	6412716	6427670	14954	14954	0.00	0.30	0.09	0.08	1380.67
chr1	6425074	6464367	39293	39293	0.00	0.34	0.07	0.06	2624.79
chr1	6461084	6469175	8091	8091	0.00	0.16	0.05	0.04	375.66
chr1	6467420	6523074	55654	55654	0.00	0.51	0.09	0.07	5027.29
chr1	6521645	6557513	35868	35868	0.00	1.71	0.10	0.07	3415.24
chr1	6555605	6582755	27150	27150	0.00	1.06	0.09	0.06	2337.15
chr1	6580292	6592280	11988	11988	0.00	0.47	0.16	0.15	1910.00
chr1	6591022	6617607	26585	26585	0.00	1.37	0.14	0.09	3850.06
chr1	6614029	6627030	13001	13001	0.00	0.67	0.12	0.09	1497.63
chr1	6625164	6638586	13422	13422	0.00	0.67	0.11	0.09	1514.75
chr1	6634466	6704924	70458	70458	0.00	0.78	0.08	0.07	5685.92
chr1	6785752	7772706	986954	986954	0.00	5.25	0.07	0.05	64959.81
chr1	7771594	7784432	12838	12838	0.00	0.38	0.08	0.07	1039.24
chr1	7784589	7848177	63588	63588	0.00	0.29	0.06	0.04	3504.86
chr1	7916169	7946165	29996	29996	0.00	0.32	0.07	0.05	1984.27
chr1	7954589	7988505	33916	33916	0.00	2.26	0.11	0.07	3867.08
chr1	7991432	8008312	16880	16880	0.00	0.28	0.06	0.05	1091.18
chr1	8004702	8029309	24607	24607	0.00	1.55	0.11	0.07	2720.12
chr1	8318412	8347167	28755	28755	0.00	0.24	0.07	0.06	1948.89
chr1	8352695	8851921	499226	499226	0.00	0.98	0.07	0.06	35681.20
chr1	8861298	8882190	20892	20892	0.00	1.87	0.20	0.13	4090.27
chr1	9100603	9132102	31499	31499	0.00	0.85	0.09	0.07	2821.08
chr1	9148309	9201906	53597	53597	0.00	0.98	0.09	0.07	4630.77
chr1	9182302	9199284	16982	16982	0.00	0.98	0.11	0.09	1898.98
chr1	9235072	9274337	39265	39265	0.00	0.78	0.09	0.07	3392.81
chr1	9293192	9372532	79340	79340	0.00	0.29	0.07	0.06	5352.38
chr1	9425392	9443564	18172	18172	0.00	0.83	0.08	0.05	1533.56
chr1	9539763	9588173	48410	48410	0.00	0.61	0.08	0.07	3994.78
chr1	9589209	9617877	28668	28668	0.00	0.33	0.09	0.07	2508.10
chr1	9652029	9732114	80085	80085	0.00	0.57	0.08	0.07	6693.16
chr1	9672724	9690555	17831	17831	0.00	0.57	0.10	0.08	1734.21
chr1	9729224	9826984	97760	97760	0.00	0.93	0.08	0.06	7353.39
chr1	9848574	9913336	64762	64762	0.00	0.70	0.08	0.05	4863.25
chr1	9922411	9946407	23996	23996	0.00	1.48	0.12	0.07	2880.66
chr1	9943221	9952974	9753	9753	0.00	1.48	0.14	0.09	1407.45
chr1	9943726	9988501	44775	44775	0.00	0.39	0.08	0.07	3523.59
chr1	9997504	10019021	21517	21517	0.00	0.36	0.07	0.06	1597.74
chr1	10033130	10184239	151109	151109	0.00	0.68	0.07	0.06	11072.02
chr1	10210868	10384603	173735	173735	0.00	0.36	0.07	0.06	12878.54
chr1	10382204	10390150	7946	7946	0.00	0.38	0.08	0.07	610.93
chr1	10395714	10400432	4718	4718	0.00	0.95	0.17	0.08	818.48
chr1	10398890	10423511	24621	24621	0.00	0.95	0.09	0.06	2287.33
chr1	10430400	10455153	24753	24753	0.00	0.76	0.12	0.10	3021.13
chr1	10430731	10445808	15077	15077	0.00	0.76	0.10	0.09	1571.69
chr1	10456820	10475529	18709	18709	0.00	1.28	0.17	0.13	3152.02
chr1	10472586	10633758	161172	161172	0.00	1.28	0.07	0.06	12048.98
chr1	10636902	10799650	162748	162748	0.00	0.40	0.08	0.07	12347.18
chr1	10639539	10657333	17794	17794	0.00	0.28	0.07	0.06	1253.65
chr1	10946769	10985037	38268	38268	0.00	0.38	0.07	0.06	2848.95
chr1	11012642	11033528	20886	20886	0.00	2.19	0.13	0.09	2780.48
chr1	11026821	11050239	23418	23418	0.00	0.31	0.07	0.06	1699.02
chr1	11054882	11063020	8138	8138	0.00	1.21	0.16	0.10	1289.74
chr1	11066916	11102869	35953	35953	0.00	1.18	0.09	0.07	3242.33
chr1	11068769	11076097	7328	7328	0.00	0.34	0.10	0.08	746.17
chr1	11099973	11105100	5127	5127	0.00	0.79	0.09	0.06	460.02
chr1	11106833	11265551	158718	158718	0.00	0.69	0.07	0.05	11046.68
chr1	11273496	11299049	25553	25553	0.00	0.79	0.08	0.06	1955.63
chr1	11479453	11540551	61098	61098	0.00	0.30	0.07	0.05	4041.47
chr1	11637316	11658785	21469	21469	0.00	0.71	0.09	0.07	1949.11
chr1	11654673	11666327	11654	11654	0.00	0.71	0.12	0.08	1386.30
chr1	11664498	11677354	12856	12856	0.00	0.52	0.11	0.09	1399.93
chr1	11674778	11694650	19872	19872	0.00	0.64	0.11	0.09	2151.91
chr1	11692008	11728857	36849	36849	0.00	0.38	0.07	0.06	2573.80
chr1	11736382	11757802	21420	21420	0.00	0.54	0.08	0.06	1700.42
chr1	11762085	11792585	30500	30500	0.00	0.33	0.08	0.06	2430.25
chr1	11786021	11809455	23434	23434	0.00	0.88	0.11	0.07	2523.13
chr1	11806394	11851079	44685	44685	0.00	0.77	0.08	0.07	3482.33
chr1	11908238	11917298	9060	9060	0.00	13.46	1.94	0.07	17616.18
chr1	11919889	11929428	9539	9539	0.00	0.59	0.11	0.07	1024.40
chr1	11934503	11978538	44035	44035	0.00	0.78	0.09	0.07	3977.23
chr1	11980479	12018211	37732	37732	0.00	1.64	0.09	0.07	3334.30
chr1	12019764	12035045	15281	15281	0.00	0.41	0.08	0.07	1265.17
chr1	12063601	12147207	83606	83606	0.00	0.33	0.07	0.06	6022.85
chr1	12167289	12212228	44939	44939	0.00	0.39	0.07	0.06	3201.37
chr1	12230328	12515047	284719	284719	0.00	0.40	0.07	0.05	19337.63
chr1	12568208	12621210	53002	53002	0.00	0.73	0.10	0.08	5266.17
chr1	13583763	13620957	37194	37194	0.00	0.61	0.07	0.05	2559.28
chr1	13700496	13828079	127583	127583	0.00	1.24	0.07	0.05	8774.88
chr1	13893090	15121043	1227953	1227953	0.00	1.13	0.06	0.05	70354.15
chr1	15112113	15156618	44505	44505	0.00	0.85	0.09	0.07	3970.74
chr1	15152830	15223478	70648	70648	0.00	1.18	0.08	0.07	5973.17
chr1	15236819	15403283	166464	166464	0.00	0.32	0.06	0.05	10816.34
chr1	15403277	15412433	9156	9156	0.00	1.13	0.13	0.07	1178.29
chr1	15410186	15433339	23153	23153	0.00	0.36	0.09	0.08	2188.60
chr1	15491130	15529534	38404	38404	0.00	0.96	0.08	0.07	3220.04
chr1	15527111	15595379	68268	68268	0.00	0.46	0.07	0.06	4973.93
chr1	15571997	15588051	16054	16054	0.00	0.46	0.09	0.06	1379.52
chr1	15586434	15606626	20192	20192	0.00	0.89	0.08	0.06	1576.63
chr1	15617756	15672044	54288	54288	0.00	1.07	0.08	0.06	4095.99
chr1	15684618	15737769	53151	53151	0.00	0.46	0.08	0.07	4211.35
chr1	15720610	15739896	19286	19286	0.00	0.36	0.07	0.07	1392.40
chr1	15736556	15744392	7836	7836	0.00	0.24	0.08	0.07	608.91
chr1	15756905	15789594	32689	32689	0.00	0.67	0.10	0.08	3222.93
chr1	15807467	15812348	4881	4881	0.00	0.14	0.05	0.05	240.24
chr1	15834772	15851147	16375	16375	0.00	1.26	0.25	0.16	4138.83
chr1	15836393	15943456	107063	107063	0.00	0.99	0.13	0.11	13915.28
chr1	15942167	15979132	36965	36965	0.00	0.84	0.10	0.08	3662.95
chr1	16019173	16037050	17877	17877	0.00	0.26	0.08	0.07	1344.22
chr1	16035476	16043029	7553	7553	0.00	0.20	0.07	0.06	534.34
chr1	16040550	16060311	19761	19761	0.00	0.55	0.09	0.07	1681.04
chr1	16058067	16076651	18584	18584	0.00	0.80	0.11	0.09	2079.55
chr1	16124635	16159069	34434	34434	0.00	0.90	0.09	0.07	3066.54
chr1	16155509	16160329	4820	4820	0.00	0.90	0.15	0.09	707.37
chr1	16198152	16215652	17500	17500	0.00	0.82	0.10	0.07	1716.29
chr1	16216207	16231027	14820	14820	0.00	0.30	0.08	0.06	1125.17
chr1	16228972	16234335	5363	5363	0.00	0.26	0.08	0.07	411.68
chr1	16231990	16240183	8193	8193	0.00	0.66	0.10	0.06	797.71
chr1	16247138	16355480	108342	108342	0.00	1.18	0.08	0.07	8846.98
chr1	16352873	16401145	48272	48272	0.00	0.89	0.09	0.07	4330.24
chr1	16441019	16463078	22059	22059	0.00	0.40	0.09	0.08	1985.45
chr1	16461246	16471481	10235	10235	0.00	0.34	0.09	0.08	908.01
chr1	16467734	16502257	34523	34523	0.00	0.46	0.09	0.07	3002.50
chr1	16562617	16616562	53945	53945	0.00	1.79	0.15	0.11	7853.57
chr1	16618551	16660232	41681	41681	0.00	2.21	0.22	0.18	9240.83
chr1	16645920	16653289	7369	7369	0.01	0.36	0.15	0.14	1109.15
chr1	16687637	16723157	35520	35520	0.00	0.55	0.10	0.08	3403.62
chr1	16740236	16753589	13353	13353	0.00	15.30	1.24	0.14	16577.86
chr1	16740571	16975964	235393	235393	0.00	18.76	0.25	0.08	57711.71
chr1	16871243	16886659	15416	15416	0.00	0.39	0.12	0.11	1860.77
chr1	16887875	16892706	4831	4831	0.02	0.37	0.11	0.09	523.82
chr1	16974800	16983632	8832	8832	0.00	0.28	0.09	0.08	755.52
chr1	16986256	17014928	28672	28672	0.00	0.36	0.10	0.08	2728.21
chr1	17019020	17057032	38012	38012	0.00	0.80	0.08	0.06	2993.01
chr1	17067059	17122451	55392	55392	0.00	0.30	0.07	0.07	4072.23
chr1	17407058	17442677	35619	35619	0.00	0.98	0.13	0.09	4592.26
chr1	17539996	17700874	160878	160878	0.00	0.73	0.07	0.05	11071.85
chr1	17755631	17830063	74432	74432	0.00	0.28	0.06	0.05	4259.24
chr1	18108096	18381483	273387	273387	0.00	0.34	0.06	0.05	16099.07
chr1	18631144	18751866	120722	120722	0.00	0.89	0.07	0.05	8155.20
chr1	18871728	18905724	33996	33996	0.00	0.54	0.07	0.05	2439.25
chr1	18904578	18959676	55098	55098	0.00	0.94	0.08	0.07	4415.46
chr1	19072408	19078511	6103	6103	0.01	0.27	0.10	0.08	581.69
chr1	19074808	19213266	138458	138458	0.00	0.96	0.08	0.07	11084.33
chr1	19210799	19243704	32905	32905	0.00	0.48	0.08	0.07	2733.28
chr1	19215958	19254527	38569	38569	0.00	1.60	0.10	0.07	3984.96
chr1	19252103	19263128	11025	11025	0.00	0.66	0.18	0.14	1944.25
chr1	19266280	19277194	10914	10914	0.00	0.25	0.06	0.05	671.92
chr1	19282871	19291770	8899	8899	0.00	0.24	0.06	0.05	533.21
chr1	19304263	19315144	10881	10881	0.00	1.42	0.15	0.09	1582.53
chr1	19312624	19332300	19676	19676	0.00	0.38	0.08	0.07	1655.53
chr1	19339073	19488539	149466	149466	0.00	1.22	0.08	0.07	11776.24
chr1	19484701	19632821	148120	148120	0.00	1.82	0.08	0.05	11138.95
chr1	19597277	19661456	64179	64179	0.00	0.81	0.08	0.07	5353.73
chr1	19665173	19683966	18793	18793	0.00	0.43	0.09	0.09	1690.07
chr1	19682538	19802945	120407	120407	0.00	1.54	0.07	0.05	8536.95
chr1	19882693	19915945	33252	33252	0.00	0.40	0.08	0.07	2510.17
chr1	20291173	20362518	71345	71345	0.00	0.41	0.06	0.05	4541.39
chr1	20482689	20489210	6521	6521	0.00	0.67	0.18	0.13	1175.36
chr1	20499746	20511151	11405	11405	0.00	0.79	0.11	0.09	1250.25
chr1	20552871	20558020	5149	5149	0.00	0.27	0.09	0.07	447.42
chr1	20589384	20621903	32519	32519	0.00	0.32	0.08	0.07	2524.73
chr1	20633756	20654511	20755	20755	0.00	0.42	0.11	0.09	2246.50
chr1	20642955	20655193	12238	12238	0.00	0.36	0.11	0.09	1346.19
chr1	20652065	20664544	12479	12479	0.00	1.10	0.15	0.11	1919.62
chr1	20664312	20721017	56705	56705	0.00	0.61	0.07	0.05	4080.59
chr1	20720029	20735837	15808	15808	0.00	0.40	0.08	0.06	1324.99
chr1	20740564	20790323	49759	49759	0.00	1.42	0.10	0.07	4939.28
chr1	20806590	21179888	373298	373298	0.00	1.03	0.07	0.06	27597.90
chr1	21217545	21348572	131027	131027	0.00	0.84	0.08	0.07	10278.86
chr1	21293588	21302874	9286	9286	0.00	0.37	0.07	0.05	631.62
chr1	21424923	21430967	6044	6044	0.00	0.15	0.04	0.03	242.97
chr1	21440426	21488005	47579	47579	0.00	0.40	0.06	0.05	2994.56
chr1	21509695	21581410	71715	71715	0.00	0.31	0.07	0.05	4964.00
chr1	21596513	21672363	75850	75850	0.00	0.75	0.08	0.06	5817.68
chr1	21678596	21786606	108010	108010	0.00	1.72	0.08	0.06	8313.09
chr1	21822542	21940310	117768	117768	0.00	0.73	0.07	0.06	8457.71
chr1	22024288	22029048	4760	4760	0.00	1.02	0.20	0.15	941.35
chr1	22024856	22034223	9367	9367	0.00	1.02	0.14	0.10	1272.38
chr1	22025809	22104360	78551	78551	0.00	1.70	0.09	0.07	7175.52
chr1	22028615	22055927	27312	27312	0.00	1.70	0.12	0.08	3189.55
chr1	22117611	22146969	29358	29358	0.00	0.32	0.09	0.08	2611.13
chr1	22143148	22160401	17253	17253	0.00	0.32	0.09	0.07	1501.11
chr1	22429136	22534157	105021	105021	0.00	0.61	0.07	0.05	7325.76
chr1	22517772	22522708	4936	4936	0.00	0.25	0.09	0.08	420.93
chr1	22563787	22606595	42808	42808	0.00	0.26	0.07	0.05	2801.68
chr1	22711137	22924500	213363	213363	0.00	0.36	0.07	0.06	15129.27
chr1	23011132	23018852	7720	7720	0.00	0.29	0.06	0.05	485.55
chr1	23019741	23086689	66948	66948	0.00	0.57	0.07	0.05	4992.40
chr1	23084321	23180808	96487	96487	0.00	1.23	0.08	0.06	8172.07
chr1	23192193	23220502	28309	28309	0.00	0.31	0.08	0.07	2130.47
chr1	23304069	23347336	43267	43267	0.00	1.17	0.11	0.08	4805.59
chr1	23692040	23699835	7795	7795	0.01	0.99	0.19	0.16	1443.85
chr1	23707199	23781296	74097	74097	0.00	1.79	0.11	0.08	8170.12
chr1	23743453	23765059	21606	21606	0.00	1.57	0.10	0.09	2265.03
chr1	23778716	23791232	12516	12516	0.00	0.58	0.12	0.12	1550.90
chr1	23791443	23798539	7096	7096	0.03	0.44	0.18	0.16	1291.27
chr1	23795897	23803781	7884	7884	0.00	0.82	0.18	0.15	1451.06
chr1	23802183	23841620	39437	39437	0.00	1.43	0.10	0.07	3770.90
chr1	23845375	23871290	25915	25915	0.00	0.53	0.08	0.06	2087.32
chr1	23957137	23966462	9325	9325	0.00	1.64	0.23	0.13	2175.01
chr1	23964645	23983927	19282	19282	0.00	2.08	0.15	0.09	2956.13
chr1	24154466	24190959	36493	36493	0.00	1.34	0.09	0.07	3370.56
chr1	24307854	24324901	17047	17047	0.00	1.41	0.12	0.07	2059.23
chr1	24319655	24367482	47827	47827	0.00	1.41	0.10	0.07	4551.77
chr1	24357297	24419934	62637	62637	0.00	0.73	0.08	0.07	4882.74
chr1	24416100	24475976	59876	59876	0.00	0.32	0.07	0.06	4115.31
chr1	24496552	24538400	41848	41848	0.00	1.06	0.09	0.07	3672.74
chr1	24502649	24544040	41391	41391	0.00	1.06	0.08	0.06	3288.72
chr1	24556385	24612328	55943	55943	0.00	3.53	0.08	0.06	4379.66
chr1	24632014	24676281	44267	44267	0.00	1.09	0.11	0.08	4690.11
chr1	24745680	24847321	101641	101641	0.00	1.85	0.06	0.05	6522.59
chr1	24899809	24968121	68312	68312	0.00	0.38	0.08	0.07	5212.23
chr1	25222574	25235502	12928	12928	0.00	0.91	0.12	0.07	1598.44
chr1	25232884	25237775	4891	4891	0.01	0.45	0.16	0.15	783.37
chr1	25242547	25341213	98666	98666	0.00	1.56	0.04	0.00	4028.25
chr1	25338615	25365361	26746	26746	0.00	0.49	0.07	0.05	1858.64
chr1	25362547	25433192	70645	70645	0.00	0.90	0.07	0.05	5156.21
chr1	25431156	25503209	72053	72053	0.00	0.46	0.07	0.06	5284.82
chr1	25543904	25571886	27982	27982	0.00	0.45	0.08	0.07	2111.51
chr1	25581776	25593356	11580	11580	0.00	0.30	0.08	0.07	895.32
chr1	25617089	25789206	172117	172117	0.00	0.34	0.07	0.06	12150.71
chr1	25800491	25821221	20730	20730	0.00	0.81	0.14	0.11	2809.60
chr1	25817047	25823797	6750	6750	0.02	0.81	0.23	0.21	1582.20
chr1	25818938	25835942	17004	17004	0.01	0.81	0.18	0.15	3090.95
chr1	25832211	25862458	30247	30247	0.00	1.09	0.10	0.07	2954.35
chr1	25861782	25878708	16926	16926	0.00	0.53	0.09	0.08	1597.84
chr1	25884479	25909991	25512	25512	0.00	2.05	0.13	0.09	3374.80
chr1	25960065	26001117	41052	41052	0.00	0.80	0.08	0.06	3137.36
chr1	26020182	26039464	19282	19282	0.00	1.29	0.11	0.07	2114.88
chr1	26111463	26128555	17092	17092	0.00	0.84	0.11	0.07	1850.12
chr1	26159377	26166962	7585	7585	0.00	0.87	0.16	0.09	1181.18
chr1	26169814	26174831	5017	5017	0.00	0.86	0.15	0.12	759.27
chr1	26177782	26192884	15102	15102	0.00	0.29	0.08	0.07	1205.19
chr1	26234498	26281808	47310	47310	0.00	0.91	0.09	0.07	4194.72
chr1	26281626	26321363	39737	39737	0.00	0.94	0.09	0.07	3458.29
chr1	26321996	26363080	41084	41084	0.00	0.36	0.08	0.06	3093.14
chr1	26432580	26474306	41726	41726	0.00	1.97	0.12	0.07	5038.53
chr1	26463054	26471014	7960	7960	0.00	0.51	0.12	0.09	992.68
chr1	26472738	26479642	6904	6904	0.05	1.97	0.24	0.18	1660.55
chr1	26693534	26785104	91570	91570	0.00	1.36	0.11	0.08	10048.96
chr1	26787352	26803659	16307	16307	0.00	1.44	0.13	0.07	2073.39
chr1	26826986	26860604	33618	33618	0.00	0.46	0.09	0.08	3102.74
chr1	26876430	26893283	16853	16853	0.00	1.16	0.11	0.07	1783.75
chr1	26890786	26903467	12681	12681	0.00	1.32	0.13	0.09	1610.99
chr1	26900536	26949871	49335	49335	0.00	1.60	0.09	0.07	4584.27
chr1	26993990	27003886	9896	9896	0.00	0.46	0.14	0.13	1408.98
chr1	27005318	27015850	10532	10532	0.00	0.32	0.09	0.07	966.97
chr1	27099107	27169981	70874	70874	0.00	2.84	0.09	0.07	6298.19
chr1	27234930	27311636	76706	76706	0.00	0.31	0.08	0.07	6027.46
chr1	27322443	27339400	16957	16957	0.00	0.96	0.12	0.10	2008.70
chr1	27342318	27356937	14619	14619	0.00	0.58	0.11	0.09	1588.42
chr1	27354365	27369961	15596	15596	0.00	0.71	0.11	0.06	1658.99
chr1	27392920	27398814	5894	5894	0.00	0.40	0.10	0.09	601.20
chr1	27404528	27493167	88639	88639	0.00	1.40	0.07	0.05	6529.71
chr1	27526103	27533561	7458	7458	0.00	0.24	0.09	0.09	648.00
chr1	27534333	27607431	73098	73098	0.00	1.42	0.09	0.07	6788.88
chr1	27666362	27675212	8850	8850	0.00	0.40	0.08	0.07	721.99
chr1	27726259	27766116	39857	39857	0.00	0.28	0.08	0.07	3086.44
chr1	27773517	27827443	53926	53926	0.00	0.47	0.07	0.06	3896.07
chr1	27831080	27854676	23596	23596	0.00	0.39	0.10	0.09	2397.15
chr1	27872841	27889685	16844	16844	0.00	0.28	0.09	0.08	1573.47
chr1	27891822	27917746	25924	25924	0.00	1.17	0.11	0.09	2950.28
chr1	27935298	27962157	26859	26859	0.00	1.11	0.09	0.07	2517.86
chr1	27959886	27971093	11207	11207	0.00	1.11	0.11	0.07	1228.19
chr1	27970642	28091637	120995	120995	0.00	0.79	0.07	0.06	8863.77
chr1	28147464	28196936	49472	49472	0.00	0.25	0.07	0.07	3682.97
chr1	28199754	28236029	36275	36275	0.00	1.39	0.13	0.09	4562.76
chr1	28369880	28503364	133484	133484	0.00	0.88	0.08	0.07	10610.63
