#chrom	start	end	size	num_data	min	max	mean	median	sum
chr1	1534776	1535078	302	302	0.00	0.19	0.09	0.06	26.79
chr1	1541671	1541973	302	302	0.00	0.02	0.01	0.01	1.69
chr1	1574100	1574402	302	302	0.25	0.59	0.38	0.40	114.59
chr1	1598010	1598312	302	302	0.01	0.36	0.17	0.12	50.78
chr1	1600312	1600614	302	302	0.01	0.14	0.07	0.05	19.67
chr1	1613756	1614058	302	302	0.10	0.13	0.10	0.10	31.57
chr1	1615452	1615754	302	302	0.38	1.18	0.90	0.96	272.13
chr1	1632161	1632463	302	302	0.00	0.08	0.03	0.01	8.57
chr1	1635223	1635525	302	302	0.03	0.14	0.09	0.08	27.20
chr1	1659323	1659625	302	302	0.39	0.47	0.41	0.40	124.05
chr1	1659527	1659829	302	302	0.40	0.77	0.58	0.58	176.49
chr1	1671988	1672290	302	302	0.02	0.05	0.03	0.04	10.18
chr1	1702377	1702679	302	302	0.05	0.09	0.07	0.08	22.58
chr1	1702734	1703036	302	302	0.03	0.12	0.08	0.08	25.38
chr1	1724510	1724812	302	302	0.69	0.92	0.83	0.85	251.26
chr1	1751230	1751532	302	302	0.03	0.06	0.05	0.05	15.31
chr1	1785283	1785585	302	302	0.06	0.27	0.19	0.15	56.20
chr1	1915106	1915408	302	302	0.03	0.08	0.06	0.06	16.96
chr1	1921949	1922251	302	302	0.03	0.12	0.07	0.06	20.67
chr1	2019327	2019629	302	302	0.08	0.18	0.14	0.14	41.29
chr1	2050409	2050711	302	302	0.21	0.44	0.35	0.36	105.04
chr1	2141082	2141384	302	302	0.05	0.08	0.06	0.06	19.09
chr1	2181792	2182094	302	302	0.05	0.19	0.14	0.14	41.38
chr1	2184459	2184761	302	302	0.04	0.09	0.06	0.06	18.35
chr1	2228317	2228619	302	302	0.00	0.02	0.01	0.01	1.56
chr1	2315038	2315340	302	302	0.26	0.63	0.48	0.53	143.77
chr1	2321251	2321553	302	302	0.02	0.08	0.04	0.05	12.89
chr1	2350412	2350714	302	302	0.05	0.12	0.08	0.08	23.43
chr1	2391773	2392075	302	302	0.22	0.73	0.56	0.55	169.86
chr1	2403962	2404264	302	302	0.12	0.24	0.15	0.15	46.51
chr1	2508535	2508837	302	302	0.00	0.03	0.01	0.01	2.91
chr1	2586489	2586791	302	302	0.21	0.32	0.23	0.22	70.19
chr1	3059613	3059915	302	302	0.00	0.01	0.00	0.00	0.97
chr1	3069166	3069468	302	302	0.11	0.34	0.21	0.19	64.07
chr1	3367813	3368115	302	302	0.04	0.07	0.06	0.06	18.83
chr1	3454663	3454965	302	302	0.09	0.15	0.12	0.12	36.03
chr1	3487949	3488251	302	302	0.01	0.11	0.04	0.03	10.84
chr1	3625013	3625315	302	302	0.04	0.44	0.30	0.32	89.75
chr1	3630765	3631067	302	302	0.05	0.14	0.07	0.07	21.39
chr1	3652514	3652816	302	302	0.34	0.83	0.67	0.70	203.32
chr1	3735509	3735811	302	302	0.03	0.12	0.08	0.07	23.75
chr1	3772747	3773049	302	302	0.08	0.22	0.17	0.18	50.48
chr1	3778557	3778859	302	302	0.02	0.11	0.05	0.06	15.07
chr1	3812084	3812386	302	302	0.01	0.16	0.06	0.04	17.40
chr1	3857265	3857567	302	302	0.32	0.38	0.35	0.35	105.50
chr1	3889123	3889425	302	302	0.09	0.14	0.10	0.10	29.59
chr1	3900350	3900652	302	302	0.15	1.87	0.62	0.37	187.79
chr1	5862809	5863111	302	302	0.02	0.05	0.04	0.04	10.91
chr1	5990925	5991227	302	302	0.01	0.03	0.03	0.03	7.85
chr1	6101785	6102087	302	302	0.03	0.10	0.07	0.08	21.19
chr1	6185018	6185320	302	302	0.11	0.21	0.17	0.18	49.87
chr1	6205473	6205775	302	302	0.61	0.99	0.91	0.92	274.01
chr1	6221191	6221493	302	302	0.07	0.10	0.08	0.08	25.28
chr1	6234690	6234992	302	302	0.12	0.18	0.17	0.16	49.87
chr1	6247351	6247653	302	302	0.00	0.04	0.02	0.03	6.23
chr1	6264267	6264569	302	302	0.01	0.02	0.02	0.02	5.67
chr1	6412416	6412718	302	302	0.03	0.08	0.05	0.05	14.45
chr1	6424774	6425076	302	302	0.11	0.21	0.16	0.15	49.63
chr1	6460784	6461086	302	302	0.06	0.29	0.17	0.14	50.11
chr1	6467120	6467422	302	302	0.05	0.13	0.10	0.09	28.75
chr1	6521345	6521647	302	302	0.01	0.06	0.04	0.04	12.56
chr1	6555305	6555607	302	302	0.10	0.14	0.12	0.12	37.71
chr1	6579992	6580294	302	302	0.31	0.72	0.56	0.63	167.63
chr1	6590722	6591024	302	302	0.04	0.14	0.09	0.08	25.74
chr1	6613729	6614031	302	302	0.04	0.58	0.34	0.35	101.19
chr1	6624864	6625166	302	302	0.28	0.74	0.44	0.42	133.70
chr1	6634166	6634468	302	302	0.18	0.23	0.19	0.19	57.50
chr1	6785452	6785754	302	302	0.07	0.24	0.16	0.18	47.38
chr1	7771294	7771596	302	302	0.12	0.57	0.40	0.53	122.00
chr1	7784289	7784591	302	302	0.10	0.32	0.22	0.23	67.53
chr1	7915869	7916171	302	302	0.01	0.04	0.02	0.02	7.49
chr1	7954289	7954591	302	302	0.04	0.18	0.12	0.13	36.30
chr1	7991132	7991434	302	302	0.03	0.06	0.05	0.05	14.57
chr1	8004402	8004704	302	302	0.02	0.09	0.06	0.06	16.95
chr1	8318112	8318414	302	302	0.07	0.20	0.12	0.12	37.67
chr1	8352395	8352697	302	302	0.08	0.14	0.13	0.13	38.71
chr1	8860998	8861300	302	302	0.08	0.28	0.21	0.25	63.22
chr1	9100303	9100605	302	302	0.00	0.12	0.03	0.03	8.31
chr1	9148009	9148311	302	302	0.02	0.13	0.05	0.03	14.19
chr1	9182002	9182304	302	302	0.70	0.93	0.86	0.86	260.33
chr1	9234772	9235074	302	302	0.64	1.73	1.33	1.33	401.97
chr1	9292892	9293194	302	302	0.17	0.59	0.43	0.53	129.93
chr1	9425092	9425394	302	302	0.05	0.13	0.11	0.10	31.75
chr1	9539463	9539765	302	302	0.58	1.48	1.07	1.03	324.29
chr1	9588909	9589211	302	302	0.02	0.24	0.08	0.06	25.52
chr1	9651729	9652031	302	302	0.00	0.05	0.01	0.01	4.21
chr1	9672424	9672726	302	302	0.06	0.16	0.11	0.11	33.86
chr1	9728924	9729226	302	302	0.03	0.16	0.10	0.10	30.09
chr1	9848274	9848576	302	302	0.02	0.06	0.03	0.02	8.70
chr1	9922111	9922413	302	302	0.00	0.15	0.04	0.05	13.25
chr1	9942921	9943223	302	302	0.45	1.33	0.90	0.94	272.58
chr1	9943426	9943728	302	302	0.49	2.10	1.48	1.63	447.49
chr1	9997204	9997506	302	302	0.21	0.25	0.23	0.23	68.67
chr1	10032830	10033132	302	302	0.21	0.57	0.35	0.31	107.19
chr1	10210568	10210870	302	302	0.32	1.35	0.64	0.40	193.38
chr1	10381904	10382206	302	302	0.00	0.08	0.01	0.00	4.08
chr1	10395414	10395716	302	302	0.00	0.14	0.08	0.08	22.77
chr1	10398590	10398892	302	302	0.22	0.38	0.27	0.25	82.98
chr1	10430100	10430402	302	302	0.03	0.25	0.08	0.08	24.54
chr1	10430431	10430733	302	302	0.25	0.80	0.65	0.70	195.20
chr1	10456520	10456822	302	302	0.07	0.16	0.12	0.14	35.00
chr1	10472286	10472588	302	302	0.63	2.00	1.58	1.74	477.32
chr1	10636602	10636904	302	302	0.01	0.10	0.06	0.06	16.96
chr1	10639239	10639541	302	302	0.00	0.00	0.00	0.00	0.00
chr1	10946469	10946771	302	302	0.01	0.10	0.06	0.06	19.54
chr1	11012342	11012644	302	302	0.28	1.07	0.53	0.36	161.20
chr1	11026521	11026823	302	302	0.02	0.09	0.06	0.05	16.86
chr1	11054582	11054884	302	302	0.00	0.06	0.04	0.05	11.98
chr1	11066616	11066918	302	302	0.05	0.17	0.11	0.13	34.47
chr1	11068469	11068771	302	302	0.06	0.16	0.12	0.12	36.09
chr1	11099673	11099975	302	302	1.06	1.27	1.20	1.20	361.67
chr1	11106533	11106835	302	302	0.10	0.19	0.16	0.16	48.01
chr1	11273196	11273498	302	302	0.37	1.26	1.00	0.99	301.73
chr1	11479153	11479455	302	302	0.01	0.13	0.07	0.06	21.77
chr1	11637016	11637318	302	302	0.00	0.10	0.04	0.03	12.67
chr1	11654373	11654675	302	302	0.08	0.38	0.27	0.27	81.28
chr1	11664198	11664500	302	302	0.28	0.45	0.40	0.39	121.44
chr1	11674478	11674780	302	302	0.00	0.10	0.05	0.04	14.62
chr1	11691708	11692010	302	302	0.00	0.16	0.05	0.01	16.57
chr1	11736082	11736384	302	302	0.22	0.51	0.36	0.32	108.95
chr1	11761785	11762087	302	302	0.04	0.10	0.07	0.06	20.42
chr1	11785721	11786023	302	302	0.05	0.08	0.07	0.07	20.94
chr1	11806094	11806396	302	302	0.29	0.43	0.37	0.38	111.18
chr1	11907938	11908240	302	302	0.88	7.73	3.71	2.79	1120.54
chr1	11919589	11919891	302	302	0.01	0.16	0.07	0.03	20.33
chr1	11934203	11934505	302	302	0.25	0.60	0.34	0.31	102.96
chr1	11980179	11980481	302	302	0.44	0.67	0.63	0.64	188.79
chr1	12019464	12019766	302	302	0.32	0.93	0.71	0.73	214.39
chr1	12063301	12063603	302	302	0.03	0.08	0.04	0.04	13.36
chr1	12166989	12167291	302	302	0.00	0.08	0.03	0.03	9.96
chr1	12230028	12230330	302	302	0.25	0.50	0.44	0.46	133.28
chr1	12567908	12568210	302	302	0.06	0.09	0.07	0.07	22.60
chr1	13583463	13583765	302	302	0.20	0.54	0.35	0.36	104.26
chr1	13700196	13700498	302	302	0.40	0.73	0.55	0.56	165.25
chr1	13892790	13893092	302	302	0.07	0.23	0.16	0.18	49.21
chr1	15111813	15112115	302	302	0.06	0.32	0.22	0.23	66.28
chr1	15152530	15152832	302	302	0.03	0.28	0.19	0.18	56.74
chr1	15236519	15236821	302	302	0.25	0.29	0.27	0.27	81.87
chr1	15402977	15403279	302	302	0.02	0.05	0.03	0.03	9.75
chr1	15409886	15410188	302	302	0.09	0.86	0.34	0.29	101.99
chr1	15490830	15491132	302	302	0.06	0.24	0.17	0.18	51.89
chr1	15526811	15527113	302	302	0.31	0.66	0.54	0.55	162.28
chr1	15571697	15571999	302	302	0.00	0.04	0.02	0.01	4.84
chr1	15586134	15586436	302	302	0.01	0.03	0.01	0.01	4.41
chr1	15617456	15617758	302	302	0.61	0.81	0.71	0.66	213.54
chr1	15684318	15684620	302	302	0.06	0.38	0.15	0.14	45.73
chr1	15720310	15720612	302	302	0.03	0.16	0.07	0.04	19.89
chr1	15736256	15736558	302	302	0.07	0.19	0.15	0.14	44.60
chr1	15756605	15756907	302	302	0.00	0.04	0.02	0.01	5.65
chr1	15807167	15807469	302	302	0.01	0.16	0.07	0.05	22.29
chr1	15834472	15834774	302	302	0.41	0.79	0.65	0.70	196.06
chr1	15836093	15836395	302	302	0.51	0.65	0.60	0.60	180.95
chr1	15941867	15942169	302	302	0.04	0.12	0.07	0.08	22.22
chr1	16018873	16019175	302	302	0.01	0.09	0.05	0.05	15.29
chr1	16035176	16035478	302	302	0.00	0.05	0.01	0.00	3.73
chr1	16040250	16040552	302	302	0.03	0.12	0.08	0.08	23.53
chr1	16057767	16058069	302	302	0.01	0.05	0.03	0.03	9.87
chr1	16124335	16124637	302	302	0.06	0.19	0.13	0.13	39.94
chr1	16155209	16155511	302	302	0.10	0.23	0.16	0.15	46.92
chr1	16197852	16198154	302	302	0.00	0.05	0.03	0.03	8.05
chr1	16215907	16216209	302	302	0.02	0.08	0.05	0.05	15.23
chr1	16228672	16228974	302	302	0.09	0.32	0.24	0.25	71.02
chr1	16231690	16231992	302	302	0.03	0.10	0.07	0.07	22.50
chr1	16246838	16247140	302	302	0.02	0.08	0.04	0.04	13.10
chr1	16352573	16352875	302	302	0.29	0.88	0.67	0.75	202.71
chr1	16440719	16441021	302	302	0.27	1.53	0.86	0.76	258.64
chr1	16460946	16461248	302	302	0.03	0.21	0.11	0.08	34.13
chr1	16467434	16467736	302	302	0.05	0.12	0.08	0.09	25.29
chr1	16562317	16562619	302	302	0.01	0.10	0.05	0.05	15.62
chr1	16618251	16618553	302	302	0.05	0.29	0.20	0.19	60.32
chr1	16645620	16645922	302	302	0.17	0.23	0.20	0.19	60.57
chr1	16687337	16687639	302	302	0.08	0.30	0.22	0.21	65.74
chr1	16739936	16740238	302	302	0.33	1.76	1.34	1.49	403.70
chr1	16740271	16740573	302	302	1.66	10.11	4.73	3.97	1428.71
chr1	16870943	16871245	302	302	0.06	0.25	0.18	0.16	54.27
chr1	16887575	16887877	302	302	0.06	0.36	0.22	0.22	65.28
chr1	16974500	16974802	302	302	0.01	0.05	0.03	0.03	8.51
chr1	16985956	16986258	302	302	0.06	0.23	0.15	0.13	45.53
chr1	17018720	17019022	302	302	0.00	0.06	0.03	0.02	8.23
chr1	17066759	17067061	302	302	0.03	0.10	0.08	0.07	22.90
chr1	17406758	17407060	302	302	0.06	0.16	0.11	0.10	33.73
chr1	17539696	17539998	302	302	0.11	0.86	0.41	0.27	125.00
chr1	17755331	17755633	302	302	0.04	0.10	0.06	0.05	17.45
chr1	18107796	18108098	302	302	0.08	0.27	0.20	0.18	58.94
chr1	18630844	18631146	302	302	0.13	0.64	0.41	0.38	123.01
chr1	18871428	18871730	302	302	0.12	0.18	0.14	0.14	43.10
chr1	18904278	18904580	302	302	0.01	0.03	0.02	0.03	7.40
chr1	19072108	19072410	302	302	0.05	0.20	0.11	0.08	33.61
chr1	19074508	19074810	302	302	0.01	0.13	0.06	0.05	16.96
chr1	19210499	19210801	302	302	0.14	1.01	0.50	0.46	151.29
chr1	19215658	19215960	302	302	0.03	0.13	0.06	0.05	18.11
chr1	19251803	19252105	302	302	0.42	0.64	0.58	0.57	174.24
chr1	19265980	19266282	302	302	0.05	0.18	0.08	0.06	24.23
chr1	19282571	19282873	302	302	0.02	0.10	0.04	0.04	12.30
chr1	19303963	19304265	302	302	0.00	0.00	0.00	0.00	0.00
chr1	19312324	19312626	302	302	0.11	0.92	0.58	0.65	176.41
chr1	19338773	19339075	302	302	0.01	0.10	0.04	0.03	11.76
chr1	19484401	19484703	302	302	0.08	0.19	0.14	0.14	42.80
chr1	19596977	19597279	302	302	0.77	1.94	1.39	1.42	419.39
chr1	19664873	19665175	302	302	0.12	0.35	0.20	0.16	60.00
chr1	19682238	19682540	302	302	0.00	0.10	0.02	0.00	7.41
chr1	19882393	19882695	302	302	0.52	1.10	0.88	0.83	266.23
chr1	20290873	20291175	302	302	0.00	0.09	0.02	0.00	6.36
chr1	20482389	20482691	302	302	0.04	0.14	0.10	0.10	30.51
chr1	20499446	20499748	302	302	0.01	0.03	0.02	0.02	5.23
chr1	20552571	20552873	302	302	0.11	0.20	0.16	0.18	49.00
chr1	20589084	20589386	302	302	0.15	0.38	0.28	0.30	84.28
chr1	20633456	20633758	302	302	0.39	1.16	0.82	0.74	247.35
chr1	20642655	20642957	302	302	0.03	0.11	0.08	0.07	25.20
chr1	20651765	20652067	302	302	0.01	0.34	0.13	0.16	39.08
chr1	20664012	20664314	302	302	0.00	0.08	0.04	0.04	13.04
chr1	20719729	20720031	302	302	0.01	0.06	0.04	0.05	12.48
chr1	20740264	20740566	302	302	0.03	0.23	0.11	0.07	33.96
chr1	20806290	20806592	302	302	0.04	0.16	0.06	0.04	19.24
chr1	21217245	21217547	302	302	0.05	0.17	0.08	0.07	25.65
chr1	21293288	21293590	302	302	0.02	0.03	0.02	0.02	7.51
chr1	21424623	21424925	302	302	0.02	0.06	0.05	0.05	14.71
chr1	21440126	21440428	302	302	0.30	1.11	0.73	0.73	219.61
chr1	21509395	21509697	302	302	0.06	0.12	0.10	0.10	29.10
chr1	21596213	21596515	302	302	0.03	0.07	0.06	0.06	17.35
chr1	21678296	21678598	302	302	0.05	0.17	0.12	0.12	37.60
chr1	21822242	21822544	302	302	0.10	0.29	0.21	0.19	64.17
chr1	22023988	22024290	302	302	0.15	0.42	0.30	0.29	90.89
chr1	22024556	22024858	302	302	0.10	0.21	0.15	0.15	45.73
chr1	22025509	22025811	302	302	0.73	0.94	0.82	0.80	246.68
chr1	22028315	22028617	302	302	0.00	0.03	0.01	0.01	1.98
chr1	22117311	22117613	302	302	0.02	0.08	0.06	0.06	17.19
chr1	22142848	22143150	302	302	0.00	0.07	0.03	0.05	9.89
chr1	22428836	22429138	302	302	0.12	0.43	0.31	0.31	92.35
chr1	22517472	22517774	302	302	0.04	0.07	0.06	0.06	18.40
chr1	22563487	22563789	302	302	0.05	0.14	0.09	0.10	26.18
chr1	22710837	22711139	302	302	0.03	0.25	0.15	0.14	45.27
chr1	23010832	23011134	302	302	0.01	0.06	0.03	0.03	8.86
chr1	23019441	23019743	302	302	0.48	0.94	0.74	0.79	222.12
chr1	23084021	23084323	302	302	0.09	0.29	0.19	0.20	56.90
chr1	23191893	23192195	302	302	0.00	0.14	0.07	0.08	20.18
chr1	23303769	23304071	302	302	0.06	0.19	0.14	0.14	42.87
chr1	23691740	23692042	302	302	0.94	1.79	1.49	1.49	450.44
chr1	23706899	23707201	302	302	0.01	0.10	0.08	0.09	24.79
chr1	23743153	23743455	302	302	1.09	1.31	1.26	1.29	380.63
chr1	23778416	23778718	302	302	0.62	1.45	1.07	1.06	323.46
chr1	23791143	23791445	302	302	0.13	0.78	0.44	0.48	133.49
chr1	23795597	23795899	302	302	0.06	0.23	0.19	0.19	58.18
chr1	23801883	23802185	302	302	0.08	0.21	0.16	0.16	48.38
chr1	23845075	23845377	302	302	0.16	0.19	0.17	0.17	51.20
chr1	23956837	23957139	302	302	0.04	0.08	0.05	0.05	15.86
chr1	23964345	23964647	302	302	0.13	0.24	0.21	0.23	63.49
chr1	24154166	24154468	302	302	0.00	0.21	0.13	0.12	38.15
chr1	24307554	24307856	302	302	0.01	0.03	0.02	0.03	7.14
chr1	24319355	24319657	302	302	0.05	0.16	0.10	0.08	30.79
chr1	24356997	24357299	302	302	0.01	0.14	0.09	0.07	27.69
chr1	24415800	24416102	302	302	0.23	0.87	0.54	0.44	163.58
chr1	24496252	24496554	302	302	0.06	0.20	0.12	0.11	37.58
chr1	24502349	24502651	302	302	0.36	0.70	0.54	0.54	161.62
chr1	24556085	24556387	302	302	0.05	0.06	0.05	0.05	15.76
chr1	24631714	24632016	302	302	0.03	0.12	0.07	0.07	21.67
chr1	24745380	24745682	302	302	0.41	1.27	0.99	1.12	297.49
chr1	24899509	24899811	302	302	0.00	0.07	0.02	0.02	7.43
chr1	25222274	25222576	302	302	0.01	0.10	0.05	0.05	16.56
chr1	25232584	25232886	302	302	0.88	1.82	1.52	1.60	459.91
chr1	25242247	25242549	302	302	0.05	0.17	0.10	0.09	29.35
chr1	25338315	25338617	302	302	0.39	0.70	0.53	0.51	160.20
chr1	25362247	25362549	302	302	0.09	0.16	0.11	0.11	34.51
chr1	25430856	25431158	302	302	0.20	0.48	0.38	0.37	115.56
chr1	25543604	25543906	302	302	0.38	0.82	0.67	0.68	203.74
chr1	25581476	25581778	302	302	0.02	0.10	0.07	0.07	20.09
chr1	25616789	25617091	302	302	0.06	0.13	0.09	0.08	27.17
chr1	25800191	25800493	302	302	0.03	0.16	0.07	0.06	20.26
chr1	25816747	25817049	302	302	0.05	0.12	0.07	0.06	22.15
chr1	25818638	25818940	302	302	0.03	0.21	0.13	0.16	39.79
chr1	25831911	25832213	302	302	0.05	0.14	0.11	0.11	32.46
chr1	25861482	25861784	302	302	0.02	0.13	0.08	0.06	22.93
chr1	25884179	25884481	302	302	0.06	0.13	0.11	0.11	32.18
chr1	25959765	25960067	302	302	0.02	0.10	0.06	0.07	17.89
chr1	26019882	26020184	302	302	0.00	0.04	0.01	0.00	1.68
chr1	26111163	26111465	302	302	0.44	0.57	0.52	0.51	155.82
chr1	26159077	26159379	302	302	0.05	0.14	0.11	0.12	34.47
chr1	26169514	26169816	302	302	0.23	0.66	0.49	0.47	146.86
chr1	26177482	26177784	302	302	0.00	0.01	0.00	0.00	0.56
chr1	26234198	26234500	302	302	0.58	0.70	0.63	0.62	189.78
chr1	26281326	26281628	302	302	0.10	0.23	0.16	0.14	46.91
chr1	26321696	26321998	302	302	0.06	0.10	0.08	0.08	24.44
chr1	26432280	26432582	302	302	0.38	0.95	0.68	0.73	206.51
chr1	26462754	26463056	302	302	0.03	0.12	0.07	0.07	21.08
chr1	26472438	26472740	302	302	1.51	2.09	1.99	2.02	599.89
chr1	26693234	26693536	302	302	0.24	0.60	0.46	0.48	138.79
chr1	26787052	26787354	302	302	0.34	0.53	0.42	0.40	127.55
chr1	26826686	26826988	302	302	0.30	0.66	0.48	0.52	145.65
chr1	26876130	26876432	302	302	0.00	0.02	0.01	0.01	2.34
chr1	26890486	26890788	302	302	0.08	0.97	0.42	0.42	127.09
chr1	26900236	26900538	302	302	0.58	1.23	0.95	0.96	288.41
chr1	26993690	26993992	302	302	0.30	0.79	0.61	0.64	184.26
chr1	27005018	27005320	302	302	0.06	0.18	0.09	0.08	28.34
chr1	27098807	27099109	302	302	0.04	0.10	0.07	0.08	21.24
chr1	27234630	27234932	302	302	0.19	0.40	0.33	0.32	99.42
chr1	27322143	27322445	302	302	0.96	1.27	1.13	1.14	342.72
chr1	27342018	27342320	302	302	0.06	0.16	0.11	0.11	32.82
chr1	27354065	27354367	302	302	0.05	0.21	0.15	0.12	44.20
chr1	27392620	27392922	302	302	0.11	0.31	0.22	0.19	65.34
chr1	27404228	27404530	302	302	0.08	0.29	0.20	0.22	61.78
chr1	27525803	27526105	302	302	0.08	0.25	0.19	0.16	56.77
chr1	27534033	27534335	302	302	0.03	0.09	0.06	0.06	18.56
chr1	27666062	27666364	302	302	0.00	0.02	0.02	0.02	4.64
chr1	27725959	27726261	302	302	0.26	1.09	0.83	0.92	250.67
chr1	27773217	27773519	302	302	0.27	0.67	0.56	0.55	168.34
chr1	27830780	27831082	302	302	1.18	2.75	2.16	2.40	653.61
chr1	27872541	27872843	302	302	0.08	0.38	0.25	0.29	76.99
chr1	27891522	27891824	302	302	0.10	0.19	0.16	0.15	46.82
chr1	27934998	27935300	302	302	0.11	0.37	0.22	0.23	65.70
chr1	27959586	27959888	302	302	0.62	0.71	0.68	0.69	204.60
chr1	27970342	27970644	302	302	0.06	0.27	0.10	0.08	31.31
chr1	28147164	28147466	302	302	0.05	0.09	0.07	0.06	20.61
chr1	28199454	28199756	302	302	0.10	0.29	0.21	0.19	63.92
chr1	28369580	28369882	302	302	1.03	1.48	1.33	1.36	402.92
chr1	28505941	28506243	302	302	1.36	2.65	2.20	2.14	665.36
chr1	28505978	28506280	302	302	0.84	2.65	2.06	2.14	622.66
chr1	28544458	28544760	302	302	0.06	0.14	0.07	0.07	21.54
chr1	28553083	28553385	302	302	0.49	1.18	0.91	0.90	275.59
chr1	28578536	28578838	302	302	0.08	0.25	0.14	0.11	41.05
chr1	28589321	28589623	302	302	0.00	0.08	0.01	0.00	4.07
chr1	28592198	28592500	302	302	0.01	0.08	0.05	0.05	14.97
chr1	28643226	28643528	302	302	0.60	1.70	1.10	1.09	333.67
chr1	28668776	28669078	302	302	0.12	0.51	0.23	0.22	68.69
chr1	28736619	28736921	302	302	0.48	1.22	0.93	0.97	281.23
chr1	28812140	28812442	302	302	0.26	0.53	0.41	0.45	123.80
chr1	28887089	28887391	302	302	0.14	0.23	0.19	0.21	56.46
chr1	29119427	29119729	302	302	0.01	0.08	0.03	0.03	10.41
chr1	29147741	29148043	302	302	0.09	0.20	0.13	0.14	39.06
chr1	29192655	29192957	302	302	0.03	0.19	0.08	0.05	25.65
chr1	29236514	29236816	302	302	0.09	0.34	0.28	0.30	85.33
chr1	30711275	30711577	302	302	0.01	0.09	0.05	0.05	14.65
chr1	30718502	30718804	302	302	0.07	0.57	0.33	0.41	99.93
chr1	30869464	30869766	302	302	0.05	0.10	0.07	0.06	20.04
chr1	30931504	30931806	302	302	0.01	0.34	0.24	0.21	73.36
chr1	31179743	31180045	302	302	0.08	0.18	0.13	0.13	40.32
chr1	31259566	31259868	302	302	0.00	0.10	0.04	0.03	10.75
chr1	31296980	31297282	302	302	0.42	1.14	0.87	0.96	262.10
chr1	31365251	31365553	302	302	0.03	0.12	0.07	0.05	20.80
chr1	31409563	31409865	302	302	0.01	0.07	0.05	0.06	15.43
chr1	31617684	31617986	302	302	0.19	0.27	0.22	0.23	67.38
chr1	31629864	31630166	302	302	0.07	0.12	0.10	0.11	30.87
chr1	31644047	31644349	302	302	0.10	0.12	0.11	0.11	33.35
chr1	31652261	31652563	302	302	0.00	0.05	0.03	0.04	9.04
